"","FaceID","ID","Participant","FirstRating","GroupRating","SecondRating","Feedback","Change","TimeStamp1","TimeStamp2"
"768",29,"minime",97,7,7,6,0,-1,2020-05-12 08:19:30,2020-05-13 12:38:49
"769",29,"Misterperc",96,8,5,8,-3,0,2020-05-12 08:14:46,2020-05-12 13:31:52
"770",29,"Moe",65,5,3,6,-2,1,2020-05-11 10:31:13,2020-05-12 16:28:24
"771",29,"Python",69,3,5,5,2,2,2020-05-11 10:37:55,2020-05-11 11:59:16
"772",29,"RBJ",47,5,0,7,NA,2,2020-05-08 17:17:19,2020-05-09 12:56:32
"773",29,"Rensdyrlam",72,8,8,8,0,0,2020-05-11 11:07:17,2020-05-11 13:45:45
"774",29,"rosenmeier",31,7,5,6,-2,-1,2020-05-13 17:39:40,2020-05-13 20:02:00
"775",29,"Sarah",54,7,7,6,0,-1,2020-05-10 08:13:59,2020-05-10 10:46:01
"776",29,"SKJ",10,7,4,8,-3,1,2020-05-12 15:25:17,2020-05-12 16:45:15
"777",29,"Slowlydying",31,8,6,8,-2,0,2020-05-08 11:11:42,2020-05-09 09:54:54
"778",29,"SOJ",79,5,0,7,NA,2,2020-05-11 11:35:22,2020-05-12 20:54:58
"779",29,"wtf",11,5,7,6,2,1,2020-05-12 15:38:57,2020-05-12 18:48:25
"780",3,"17",86,3,6,5,3,2,2020-05-11 14:33:33,2020-05-12 06:46:41
"781",3,"1879",95,4,1,4,-3,0,2020-05-12 08:11:44,2020-05-12 12:42:31
"782",3,"1918",27,4,0,3,NA,-1,2020-05-08 09:59:25,2020-05-09 07:13:50
"783",3,"2205",84,1,1,2,0,1,2020-05-11 13:59:46,2020-05-12 06:45:37
"784",3,"4520",1,3,3,3,0,0,2020-05-07 13:26:05,2020-05-07 18:11:06
"785",3,"45bites",9,3,5,3,2,0,2020-05-12 14:19:49,2020-05-12 17:32:36
"786",3,"6107",12,4,2,4,-2,0,2020-05-12 16:03:37,2020-05-12 17:33:36
"787",3,"9696",55,4,0,5,NA,1,2020-05-10 12:43:53,2020-05-10 18:25:33
"788",3,"andrea",61,5,3,7,-2,2,2020-05-11 10:19:49,2020-05-12 08:34:56
"789",3,"Asad",33,4,1,1,-3,-3,2020-05-13 20:10:11,2020-05-13 21:28:24
"790",3,"ASDF1234",70,5,3,5,-2,0,2020-05-11 10:49:57,2020-05-11 11:54:38
"791",3,"Astrid",38,4,1,5,-3,1,2020-05-08 12:53:19,2020-05-09 13:27:16
"792",3,"Bøllemis",71,7,4,7,-3,0,2020-05-11 11:03:38,2020-05-11 12:05:46
"793",3,"Carmesin",45,3,3,4,0,1,2020-05-08 17:09:27,2020-05-10 01:58:32
"794",3,"Christian Jacobsen",16,3,6,3,3,0,2020-05-07 17:23:10,2020-05-07 18:17:29
"795",3,"GOAT",44,3,5,3,2,0,2020-05-08 16:45:39,2020-05-08 18:12:03
"796",3,"Grandmasterflash",81,3,5,4,2,1,2020-05-11 12:35:37,2020-05-12 22:27:46
"797",3,"havegang7",36,7,4,5,-3,-2,2020-05-08 12:04:55,2020-05-08 21:07:31
"798",3,"hejhejhund",52,5,5,4,0,-1,2020-05-09 14:09:32,2020-05-10 09:58:15
"799",3,"JakobBjerreKnudsen",75,4,7,4,3,0,2020-05-11 11:16:46,2020-05-11 13:32:30
"800",3,"Jesper",82,2,4,2,2,0,2020-05-11 13:13:10,2020-05-11 15:34:50
"801",3,"Johanne",32,7,4,6,-3,-1,2020-05-13 19:27:00,2020-05-13 21:01:36
"802",3,"Katrine",76,5,2,6,-3,1,2020-05-11 11:26:24,2020-05-11 19:28:47
"803",3,"lilla",73,4,1,4,-3,0,2020-05-11 11:12:11,2020-05-11 13:02:33
"804",3,"Llamaman",74,3,3,4,0,1,2020-05-11 11:16:30,2020-05-12 10:18:57
"805",3,"minime",97,6,4,5,-2,-1,2020-05-12 08:19:30,2020-05-13 12:38:49
"806",3,"Misterperc",96,5,3,4,-2,-1,2020-05-12 08:14:46,2020-05-12 13:31:52
"807",3,"Moe",65,2,5,7,3,5,2020-05-11 10:31:13,2020-05-12 16:28:24
"808",3,"Python",69,2,5,4,3,2,2020-05-11 10:37:55,2020-05-11 11:59:16
"809",3,"RBJ",47,3,0,6,NA,3,2020-05-08 17:17:19,2020-05-09 12:56:32
"810",3,"Rensdyrlam",72,2,5,4,3,2,2020-05-11 11:07:17,2020-05-11 13:45:45
"811",3,"rosenmeier",31,5,3,4,-2,-1,2020-05-13 17:39:40,2020-05-13 20:02:00
"812",3,"Sarah",54,6,0,6,NA,0,2020-05-10 08:13:59,2020-05-10 10:46:01
"813",3,"SKJ",10,5,3,5,-2,0,2020-05-12 15:25:17,2020-05-12 16:45:15
"814",3,"Slowlydying",31,4,4,4,0,0,2020-05-08 11:11:42,2020-05-09 09:54:54
"815",3,"SOJ",79,5,8,3,3,-2,2020-05-11 11:35:22,2020-05-12 20:54:58
"816",3,"wtf",11,3,0,3,NA,0,2020-05-12 15:38:57,2020-05-12 18:48:25
"817",30,"17",86,6,6,6,0,0,2020-05-11 14:33:33,2020-05-12 06:46:41
"818",30,"1879",95,3,3,6,0,3,2020-05-12 08:11:44,2020-05-12 12:42:31
"819",30,"1918",27,4,4,4,0,0,2020-05-08 09:59:25,2020-05-09 07:13:50
"820",30,"2205",84,3,5,3,2,0,2020-05-11 13:59:46,2020-05-12 06:45:37
"821",30,"4520",1,5,8,4,3,-1,2020-05-07 13:26:05,2020-05-07 18:11:06
"822",30,"45bites",9,6,4,5,-2,-1,2020-05-12 14:19:49,2020-05-12 17:32:36
"823",30,"6107",12,7,5,5,-2,-2,2020-05-12 16:03:37,2020-05-12 17:33:36
"824",30,"9696",55,3,1,4,-2,1,2020-05-10 12:43:53,2020-05-10 18:25:33
"825",30,"andrea",61,6,4,4,-2,-2,2020-05-11 10:19:49,2020-05-12 08:34:56
"826",30,"Asad",33,1,3,1,2,0,2020-05-13 20:10:11,2020-05-13 21:28:24
"827",30,"ASDF1234",70,3,6,3,3,0,2020-05-11 10:49:57,2020-05-11 11:54:38
"828",30,"Astrid",38,7,7,4,0,-3,2020-05-08 12:53:19,2020-05-09 13:27:16
"829",30,"Bøllemis",71,7,5,7,-2,0,2020-05-11 11:03:38,2020-05-11 12:05:46
"830",30,"Carmesin",45,7,0,4,NA,-3,2020-05-08 17:09:27,2020-05-10 01:58:32
"831",30,"Christian Jacobsen",16,3,0,3,NA,0,2020-05-07 17:23:10,2020-05-07 18:17:29
"832",30,"GOAT",44,2,4,3,2,1,2020-05-08 16:45:39,2020-05-08 18:12:03
"833",30,"Grandmasterflash",81,7,7,6,0,-1,2020-05-11 12:35:37,2020-05-12 22:27:46
"834",30,"havegang7",36,6,4,7,-2,1,2020-05-08 12:04:55,2020-05-08 21:07:31
"835",30,"hejhejhund",52,4,6,6,2,2,2020-05-09 14:09:32,2020-05-10 09:58:15
"836",30,"Jesper",82,5,7,2,2,-3,2020-05-11 13:13:10,2020-05-11 15:34:50
"837",30,"Johanne",32,7,0,7,NA,0,2020-05-13 19:27:00,2020-05-13 21:01:36
"838",30,"Katrine",76,5,2,6,-3,1,2020-05-11 11:26:24,2020-05-11 19:28:47
"839",30,"lilla",73,5,7,5,2,0,2020-05-11 11:12:11,2020-05-11 13:02:33
"840",30,"Llamaman",74,2,4,4,2,2,2020-05-11 11:16:30,2020-05-12 10:18:57
"841",30,"minime",97,3,5,7,2,4,2020-05-12 08:19:30,2020-05-13 12:38:49
"842",30,"Misterperc",96,7,5,6,-2,-1,2020-05-12 08:14:46,2020-05-12 13:31:52
"843",30,"Moe",65,7,0,3,NA,-4,2020-05-11 10:31:13,2020-05-12 16:28:24
"844",30,"Python",69,7,4,5,-3,-2,2020-05-11 10:37:55,2020-05-11 11:59:16
"845",30,"RBJ",47,2,4,5,2,3,2020-05-08 17:17:19,2020-05-09 12:56:32
"846",30,"Rensdyrlam",72,7,7,7,0,0,2020-05-11 11:07:17,2020-05-11 13:45:45
"847",30,"rosenmeier",31,5,2,4,-3,-1,2020-05-13 17:39:40,2020-05-13 20:02:00
"848",30,"Sarah",54,2,2,5,0,3,2020-05-10 08:13:59,2020-05-10 10:46:01
"849",30,"SKJ",10,8,5,7,-3,-1,2020-05-12 15:25:17,2020-05-12 16:45:15
"850",30,"Slowlydying",31,8,8,5,0,-3,2020-05-08 11:11:42,2020-05-09 09:54:54
"851",30,"SOJ",79,5,7,4,2,-1,2020-05-11 11:35:22,2020-05-12 20:54:58
"852",30,"wtf",11,5,8,6,3,1,2020-05-12 15:38:57,2020-05-12 18:48:25
"853",31,"17",86,6,6,3,0,-3,2020-05-11 14:33:33,2020-05-12 06:46:41
"854",31,"1879",95,3,0,5,NA,2,2020-05-12 08:11:44,2020-05-12 12:42:31
"855",31,"1918",27,3,6,5,3,2,2020-05-08 09:59:25,2020-05-09 07:13:50
"856",31,"2205",84,3,1,5,-2,2,2020-05-11 13:59:46,2020-05-12 06:45:37
"857",31,"4520",1,7,5,4,-2,-3,2020-05-07 13:26:05,2020-05-07 18:11:06
"858",31,"45bites",9,4,6,4,2,0,2020-05-12 14:19:49,2020-05-12 17:32:36
"859",31,"6107",12,6,6,6,0,0,2020-05-12 16:03:37,2020-05-12 17:33:36
"860",31,"9696",55,6,0,6,NA,0,2020-05-10 12:43:53,2020-05-10 18:25:33
"861",31,"andrea",61,5,0,5,NA,0,2020-05-11 10:19:49,2020-05-12 08:34:56
"862",31,"Asad",33,2,2,3,0,1,2020-05-13 20:10:11,2020-05-13 21:28:24
"863",31,"ASDF1234",70,5,0,5,NA,0,2020-05-11 10:49:57,2020-05-11 11:54:38
"864",31,"Astrid",38,7,5,5,-2,-2,2020-05-08 12:53:19,2020-05-09 13:27:16
"865",31,"Bøllemis",71,7,4,7,-3,0,2020-05-11 11:03:38,2020-05-11 12:05:46
"866",31,"Carmesin",45,2,5,3,3,1,2020-05-08 17:09:27,2020-05-10 01:58:32
"867",31,"Christian Jacobsen",16,4,6,4,2,0,2020-05-07 17:23:10,2020-05-07 18:17:29
"868",31,"GOAT",44,6,6,5,0,-1,2020-05-08 16:45:39,2020-05-08 18:12:03
"869",31,"Grandmasterflash",81,5,0,5,NA,0,2020-05-11 12:35:37,2020-05-12 22:27:46
"870",31,"havegang7",36,8,5,8,-3,0,2020-05-08 12:04:55,2020-05-08 21:07:31
"871",31,"hejhejhund",52,7,7,3,0,-4,2020-05-09 14:09:32,2020-05-10 09:58:15
"872",31,"JakobBjerreKnudsen",75,5,3,5,-2,0,2020-05-11 11:16:46,2020-05-11 13:32:30
"873",31,"Jesper",82,3,6,4,3,1,2020-05-11 13:13:10,2020-05-11 15:34:50
"874",31,"Johanne",32,7,4,8,-3,1,2020-05-13 19:27:00,2020-05-13 21:01:36
"875",31,"Katrine",76,6,8,6,2,0,2020-05-11 11:26:24,2020-05-11 19:28:47
"876",31,"lilla",73,7,5,8,-2,1,2020-05-11 11:12:11,2020-05-11 13:02:33
"877",31,"Llamaman",74,5,7,5,2,0,2020-05-11 11:16:30,2020-05-12 10:18:57
"878",31,"minime",97,2,4,6,2,4,2020-05-12 08:19:30,2020-05-13 12:38:49
"879",31,"Misterperc",96,5,2,4,-3,-1,2020-05-12 08:14:46,2020-05-12 13:31:52
"880",31,"Moe",65,6,3,5,-3,-1,2020-05-11 10:31:13,2020-05-12 16:28:24
"881",31,"Python",69,6,4,5,-2,-1,2020-05-11 10:37:55,2020-05-11 11:59:16
"882",31,"RBJ",47,2,5,6,3,4,2020-05-08 17:17:19,2020-05-09 12:56:32
"883",31,"Rensdyrlam",72,8,6,7,-2,-1,2020-05-11 11:07:17,2020-05-11 13:45:45
"884",31,"rosenmeier",31,6,3,4,-3,-2,2020-05-13 17:39:40,2020-05-13 20:02:00
"885",31,"Sarah",54,4,2,5,-2,1,2020-05-10 08:13:59,2020-05-10 10:46:01
"886",31,"SKJ",10,7,4,6,-3,-1,2020-05-12 15:25:17,2020-05-12 16:45:15
"887",31,"Slowlydying",31,8,8,8,0,0,2020-05-08 11:11:42,2020-05-09 09:54:54
"888",31,"SOJ",79,6,6,5,0,-1,2020-05-11 11:35:22,2020-05-12 20:54:58
"889",31,"wtf",11,4,2,2,-2,-2,2020-05-12 15:38:57,2020-05-12 18:48:25
"890",32,"17",86,4,2,5,-2,1,2020-05-11 14:33:33,2020-05-12 06:46:41
"891",32,"1879",95,4,2,4,-2,0,2020-05-12 08:11:44,2020-05-12 12:42:31
"892",32,"1918",27,5,8,3,3,-2,2020-05-08 09:59:25,2020-05-09 07:13:50
"893",32,"2205",84,5,5,4,0,-1,2020-05-11 13:59:46,2020-05-12 06:45:37
"894",32,"4520",1,4,4,4,0,0,2020-05-07 13:26:05,2020-05-07 18:11:06
"895",32,"45bites",9,5,8,5,3,0,2020-05-12 14:19:49,2020-05-12 17:32:36
"896",32,"6107",12,6,6,6,0,0,2020-05-12 16:03:37,2020-05-12 17:33:36
"897",32,"9696",55,3,6,3,3,0,2020-05-10 12:43:53,2020-05-10 18:25:33
"898",32,"andrea",61,7,7,6,0,-1,2020-05-11 10:19:49,2020-05-12 08:34:56
"899",32,"Asad",33,5,8,5,3,0,2020-05-13 20:10:11,2020-05-13 21:28:24
"900",32,"ASDF1234",70,6,6,6,0,0,2020-05-11 10:49:57,2020-05-11 11:54:38
"901",32,"Astrid",38,3,1,5,-2,2,2020-05-08 12:53:19,2020-05-09 13:27:16
"902",32,"Bøllemis",71,7,0,7,NA,0,2020-05-11 11:03:38,2020-05-11 12:05:46
"903",32,"Carmesin",45,3,3,3,0,0,2020-05-08 17:09:27,2020-05-10 01:58:32
"904",32,"Christian Jacobsen",16,5,2,5,-3,0,2020-05-07 17:23:10,2020-05-07 18:17:29
"905",32,"GOAT",44,3,0,3,NA,0,2020-05-08 16:45:39,2020-05-08 18:12:03
"906",32,"Grandmasterflash",81,3,0,4,NA,1,2020-05-11 12:35:37,2020-05-12 22:27:46
"907",32,"havegang7",36,7,4,7,-3,0,2020-05-08 12:04:55,2020-05-08 21:07:31
"908",32,"hejhejhund",52,6,8,5,2,-1,2020-05-09 14:09:32,2020-05-10 09:58:15
"909",32,"JakobBjerreKnudsen",75,5,3,6,-2,1,2020-05-11 11:16:46,2020-05-11 13:32:30
"910",32,"Jesper",82,2,2,2,0,0,2020-05-11 13:13:10,2020-05-11 15:34:50
"911",32,"Johanne",32,7,4,6,-3,-1,2020-05-13 19:27:00,2020-05-13 21:01:36
"912",32,"Katrine",76,5,3,6,-2,1,2020-05-11 11:26:24,2020-05-11 19:28:47
"913",32,"lilla",73,4,4,4,0,0,2020-05-11 11:12:11,2020-05-11 13:02:33
"914",32,"Llamaman",74,3,3,4,0,1,2020-05-11 11:16:30,2020-05-12 10:18:57
"915",32,"minime",97,7,7,7,0,0,2020-05-12 08:19:30,2020-05-13 12:38:49
"916",32,"Misterperc",96,3,3,4,0,1,2020-05-12 08:14:46,2020-05-12 13:31:52
"917",32,"Moe",65,4,0,7,NA,3,2020-05-11 10:31:13,2020-05-12 16:28:24
"918",32,"Python",69,6,6,5,0,-1,2020-05-11 10:37:55,2020-05-11 11:59:16
"919",32,"RBJ",47,2,0,5,NA,3,2020-05-08 17:17:19,2020-05-09 12:56:32
"920",32,"Rensdyrlam",72,3,1,5,-2,2,2020-05-11 11:07:17,2020-05-11 13:45:45
"921",32,"rosenmeier",31,5,2,4,-3,-1,2020-05-13 17:39:40,2020-05-13 20:02:00
"922",32,"Sarah",54,4,4,3,0,-1,2020-05-10 08:13:59,2020-05-10 10:46:01
"923",32,"SKJ",10,5,7,5,2,0,2020-05-12 15:25:17,2020-05-12 16:45:15
"924",32,"Slowlydying",31,7,7,6,0,-1,2020-05-08 11:11:42,2020-05-09 09:54:54
"925",32,"SOJ",79,6,6,5,0,-1,2020-05-11 11:35:22,2020-05-12 20:54:58
"926",32,"The cat",80,8,6,8,-2,0,2020-05-11 12:20:26,2020-05-12 13:08:57
"927",32,"wtf",11,4,2,4,-2,0,2020-05-12 15:38:57,2020-05-12 18:48:25
"928",33,"17",86,5,3,5,-2,0,2020-05-11 14:33:33,2020-05-12 06:46:41
"929",33,"1879",95,3,6,7,3,4,2020-05-12 08:11:44,2020-05-12 12:42:31
"930",33,"1918",27,6,6,4,0,-2,2020-05-08 09:59:25,2020-05-09 07:13:50
"931",33,"2205",84,3,0,1,NA,-2,2020-05-11 13:59:46,2020-05-12 06:45:37
"932",33,"4520",1,5,7,4,2,-1,2020-05-07 13:26:05,2020-05-07 18:11:06
"933",33,"45bites",9,3,5,3,2,0,2020-05-12 14:19:49,2020-05-12 17:32:36
"934",33,"6107",12,5,2,5,-3,0,2020-05-12 16:03:37,2020-05-12 17:33:36
"935",33,"9696",55,4,7,5,3,1,2020-05-10 12:43:53,2020-05-10 18:25:33
"936",33,"andrea",61,8,5,8,-3,0,2020-05-11 10:19:49,2020-05-12 08:34:56
"937",33,"Asad",33,2,2,5,0,3,2020-05-13 20:10:11,2020-05-13 21:28:24
"938",33,"ASDF1234",70,5,7,6,2,1,2020-05-11 10:49:57,2020-05-11 11:54:38
"939",33,"Astrid",38,3,3,2,0,-1,2020-05-08 12:53:19,2020-05-09 13:27:16
"940",33,"Bøllemis",71,7,5,7,-2,0,2020-05-11 11:03:38,2020-05-11 12:05:46
"941",33,"Carmesin",45,5,2,4,-3,-1,2020-05-08 17:09:27,2020-05-10 01:58:32
"942",33,"Christian Jacobsen",16,5,7,4,2,-1,2020-05-07 17:23:10,2020-05-07 18:17:29
"943",33,"GOAT",44,6,3,3,-3,-3,2020-05-08 16:45:39,2020-05-08 18:12:03
"944",33,"Grandmasterflash",81,6,6,5,0,-1,2020-05-11 12:35:37,2020-05-12 22:27:46
"945",33,"havegang7",36,6,8,6,2,0,2020-05-08 12:04:55,2020-05-08 21:07:31
"946",33,"hejhejhund",52,7,4,7,-3,0,2020-05-09 14:09:32,2020-05-10 09:58:15
"947",33,"JakobBjerreKnudsen",75,7,7,6,0,-1,2020-05-11 11:16:46,2020-05-11 13:32:30
"948",33,"Jesper",82,2,2,1,0,-1,2020-05-11 13:13:10,2020-05-11 15:34:50
"949",33,"Johanne",32,6,0,6,NA,0,2020-05-13 19:27:00,2020-05-13 21:01:36
"950",33,"Katrine",76,5,5,6,0,1,2020-05-11 11:26:24,2020-05-11 19:28:47
"951",33,"lilla",73,5,7,5,2,0,2020-05-11 11:12:11,2020-05-11 13:02:33
"952",33,"Llamaman",74,6,6,5,0,-1,2020-05-11 11:16:30,2020-05-12 10:18:57
"953",33,"minime",97,3,3,5,0,2,2020-05-12 08:19:30,2020-05-13 12:38:49
"954",33,"Misterperc",96,6,6,6,0,0,2020-05-12 08:14:46,2020-05-12 13:31:52
"955",33,"Moe",65,8,6,6,-2,-2,2020-05-11 10:31:13,2020-05-12 16:28:24
"956",33,"Python",69,2,2,3,0,1,2020-05-11 10:37:55,2020-05-11 11:59:16
"957",33,"RBJ",47,2,4,5,2,3,2020-05-08 17:17:19,2020-05-09 12:56:32
"958",33,"Rensdyrlam",72,8,8,8,0,0,2020-05-11 11:07:17,2020-05-11 13:45:45
"959",33,"rosenmeier",31,3,5,3,2,0,2020-05-13 17:39:40,2020-05-13 20:02:00
"960",33,"Sarah",54,6,0,6,NA,0,2020-05-10 08:13:59,2020-05-10 10:46:01
"961",33,"SKJ",10,3,5,3,2,0,2020-05-12 15:25:17,2020-05-12 16:45:15
"962",33,"Slowlydying",31,5,7,7,2,2,2020-05-08 11:11:42,2020-05-09 09:54:54
"963",33,"SOJ",79,4,6,4,2,0,2020-05-11 11:35:22,2020-05-12 20:54:58
"964",33,"wtf",11,3,5,4,2,1,2020-05-12 15:38:57,2020-05-12 18:48:25
"965",34,"17",86,6,4,5,-2,-1,2020-05-11 14:33:33,2020-05-12 06:46:41
"966",34,"1879",95,4,4,4,0,0,2020-05-12 08:11:44,2020-05-12 12:42:31
"967",34,"1918",27,4,1,4,-3,0,2020-05-08 09:59:25,2020-05-09 07:13:50
"968",34,"2205",84,7,7,7,0,0,2020-05-11 13:59:46,2020-05-12 06:45:37
"969",34,"4520",1,3,0,2,NA,-1,2020-05-07 13:26:05,2020-05-07 18:11:06
"970",34,"45bites",9,5,0,3,NA,-2,2020-05-12 14:19:49,2020-05-12 17:32:36
"971",34,"6107",12,7,7,7,0,0,2020-05-12 16:03:37,2020-05-12 17:33:36
"972",34,"9696",55,4,7,4,3,0,2020-05-10 12:43:53,2020-05-10 18:25:33
"973",34,"andrea",61,7,7,5,0,-2,2020-05-11 10:19:49,2020-05-12 08:34:56
"974",34,"Asad",33,3,6,3,3,0,2020-05-13 20:10:11,2020-05-13 21:28:24
"975",34,"ASDF1234",70,5,7,5,2,0,2020-05-11 10:49:57,2020-05-11 11:54:38
"976",34,"Astrid",38,3,1,4,-2,1,2020-05-08 12:53:19,2020-05-09 13:27:16
"977",34,"Bøllemis",71,7,0,7,NA,0,2020-05-11 11:03:38,2020-05-11 12:05:46
"978",34,"Carmesin",45,3,5,4,2,1,2020-05-08 17:09:27,2020-05-10 01:58:32
"979",34,"Christian Jacobsen",16,6,4,6,-2,0,2020-05-07 17:23:10,2020-05-07 18:17:29
"980",34,"GOAT",44,2,4,4,2,2,2020-05-08 16:45:39,2020-05-08 18:12:03
"981",34,"Grandmasterflash",81,3,1,5,-2,2,2020-05-11 12:35:37,2020-05-12 22:27:46
"982",34,"havegang7",36,6,0,7,NA,1,2020-05-08 12:04:55,2020-05-08 21:07:31
"983",34,"hejhejhund",52,6,3,5,-3,-1,2020-05-09 14:09:32,2020-05-10 09:58:15
"984",34,"JakobBjerreKnudsen",75,5,2,6,-3,1,2020-05-11 11:16:46,2020-05-11 13:32:30
"985",34,"Jesper",82,3,3,1,0,-2,2020-05-11 13:13:10,2020-05-11 15:34:50
"986",34,"Johanne",32,6,6,6,0,0,2020-05-13 19:27:00,2020-05-13 21:01:36
"987",34,"Katrine",76,5,7,5,2,0,2020-05-11 11:26:24,2020-05-11 19:28:47
"988",34,"lilla",73,5,5,6,0,1,2020-05-11 11:12:11,2020-05-11 13:02:33
"989",34,"Llamaman",74,7,5,6,-2,-1,2020-05-11 11:16:30,2020-05-12 10:18:57
"990",34,"minime",97,7,7,7,0,0,2020-05-12 08:19:30,2020-05-13 12:38:49
"991",34,"Misterperc",96,4,7,4,3,0,2020-05-12 08:14:46,2020-05-12 13:31:52
"992",34,"Moe",65,5,2,5,-3,0,2020-05-11 10:31:13,2020-05-12 16:28:24
"993",34,"Python",69,5,3,5,-2,0,2020-05-11 10:37:55,2020-05-11 11:59:16
"994",34,"RBJ",47,1,1,5,0,4,2020-05-08 17:17:19,2020-05-09 12:56:32
"995",34,"Rensdyrlam",72,4,7,3,3,-1,2020-05-11 11:07:17,2020-05-11 13:45:45
"996",34,"rosenmeier",31,3,0,3,NA,0,2020-05-13 17:39:40,2020-05-13 20:02:00
"997",34,"Sarah",54,8,8,5,0,-3,2020-05-10 08:13:59,2020-05-10 10:46:01
"998",34,"SKJ",10,8,6,6,-2,-2,2020-05-12 15:25:17,2020-05-12 16:45:15
"999",34,"Slowlydying",31,6,4,6,-2,0,2020-05-08 11:11:42,2020-05-09 09:54:54
"1000",34,"SOJ",79,4,6,1,2,-3,2020-05-11 11:35:22,2020-05-12 20:54:58
"1001",34,"wtf",11,5,3,3,-2,-2,2020-05-12 15:38:57,2020-05-12 18:48:25
"1002",35,"17",86,6,3,5,-3,-1,2020-05-11 14:33:33,2020-05-12 06:46:41
"1003",35,"1879",95,5,3,7,-2,2,2020-05-12 08:11:44,2020-05-12 12:42:31
"1004",35,"1918",27,5,8,2,3,-3,2020-05-08 09:59:25,2020-05-09 07:13:50
"1005",35,"2205",84,8,8,7,0,-1,2020-05-11 13:59:46,2020-05-12 06:45:37
"1006",35,"4520",1,3,5,3,2,0,2020-05-07 13:26:05,2020-05-07 18:11:06
"1007",35,"45bites",9,5,7,6,2,1,2020-05-12 14:19:49,2020-05-12 17:32:36
"1008",35,"6107",12,3,1,4,-2,1,2020-05-12 16:03:37,2020-05-12 17:33:36
"1009",35,"9696",55,8,5,7,-3,-1,2020-05-10 12:43:53,2020-05-10 18:25:33
"1010",35,"andrea",61,6,6,8,0,2,2020-05-11 10:19:49,2020-05-12 08:34:56
"1011",35,"Asad",33,5,2,3,-3,-2,2020-05-13 20:10:11,2020-05-13 21:28:24
"1012",35,"ASDF1234",70,6,6,5,0,-1,2020-05-11 10:49:57,2020-05-11 11:54:38
"1013",35,"Astrid",38,6,6,4,0,-2,2020-05-08 12:53:19,2020-05-09 13:27:16
"1014",35,"Bøllemis",71,7,7,7,0,0,2020-05-11 11:03:38,2020-05-11 12:05:46
"1015",35,"Carmesin",45,4,1,5,-3,1,2020-05-08 17:09:27,2020-05-10 01:58:32
"1016",35,"Christian Jacobsen",16,6,4,6,-2,0,2020-05-07 17:23:10,2020-05-07 18:17:29
"1017",35,"GOAT",44,3,6,6,3,3,2020-05-08 16:45:39,2020-05-08 18:12:03
"1018",35,"Grandmasterflash",81,5,5,5,0,0,2020-05-11 12:35:37,2020-05-12 22:27:46
"1019",35,"havegang7",36,8,6,7,-2,-1,2020-05-08 12:04:55,2020-05-08 21:07:31
"1020",35,"hejhejhund",52,4,1,4,-3,0,2020-05-09 14:09:32,2020-05-10 09:58:15
"1021",35,"Jesper",82,3,0,3,NA,0,2020-05-11 13:13:10,2020-05-11 15:34:50
"1022",35,"Johanne",32,8,6,7,-2,-1,2020-05-13 19:27:00,2020-05-13 21:01:36
"1023",35,"Katrine",76,6,6,6,0,0,2020-05-11 11:26:24,2020-05-11 19:28:47
"1024",35,"lilla",73,7,7,5,0,-2,2020-05-11 11:12:11,2020-05-11 13:02:33
"1025",35,"Llamaman",74,3,3,3,0,0,2020-05-11 11:16:30,2020-05-12 10:18:57
"1026",35,"minime",97,8,0,8,NA,0,2020-05-12 08:19:30,2020-05-13 12:38:49
"1027",35,"Misterperc",96,7,5,8,-2,1,2020-05-12 08:14:46,2020-05-12 13:31:52
"1028",35,"Moe",65,4,2,8,-2,4,2020-05-11 10:31:13,2020-05-12 16:28:24
"1029",35,"Python",69,5,3,6,-2,1,2020-05-11 10:37:55,2020-05-11 11:59:16
"1030",35,"RBJ",47,5,7,6,2,1,2020-05-08 17:17:19,2020-05-09 12:56:32
"1031",35,"Rensdyrlam",72,8,8,8,0,0,2020-05-11 11:07:17,2020-05-11 13:45:45
"1032",35,"rosenmeier",31,8,8,6,0,-2,2020-05-13 17:39:40,2020-05-13 20:02:00
"1033",35,"Sarah",54,3,5,7,2,4,2020-05-10 08:13:59,2020-05-10 10:46:01
"1034",35,"SKJ",10,4,6,7,2,3,2020-05-12 15:25:17,2020-05-12 16:45:15
"1035",35,"Slowlydying",31,8,5,8,-3,0,2020-05-08 11:11:42,2020-05-09 09:54:54
"1036",35,"SOJ",79,6,8,7,2,1,2020-05-11 11:35:22,2020-05-12 20:54:58
"1037",35,"wtf",11,4,4,6,0,2,2020-05-12 15:38:57,2020-05-12 18:48:25
"1038",36,"17",86,6,0,3,NA,-3,2020-05-11 14:33:33,2020-05-12 06:46:41
"1039",36,"1879",95,4,6,4,2,0,2020-05-12 08:11:44,2020-05-12 12:42:31
"1040",36,"1918",27,5,7,6,2,1,2020-05-08 09:59:25,2020-05-09 07:13:50
"1041",36,"2205",84,3,6,4,3,1,2020-05-11 13:59:46,2020-05-12 06:45:37
"1042",36,"4520",1,3,1,5,-2,2,2020-05-07 13:26:05,2020-05-07 18:11:06
"1043",36,"45bites",9,4,0,3,NA,-1,2020-05-12 14:19:49,2020-05-12 17:32:36
"1044",36,"6107",12,4,6,5,2,1,2020-05-12 16:03:37,2020-05-12 17:33:36
"1045",36,"9696",55,1,1,3,0,2,2020-05-10 12:43:53,2020-05-10 18:25:33
