"","FaceID","ID","URL round 1.x","URL round 2.x","ParticipantN.x","Round.x","FirstRating","GroupRating","URL round 2.y","URL round 1.y","ParticipantN.y","Round.y","SecondRating","Feedback","Change"
"44",11,"9696","st6r8kfq","4v10zr69",55,"sc_round1",6,8,"4v10zr69","st6r8kfq",21,"sc_round2",5,2,-1
"45",11,"andrea","lq0zamde","ia0rpy42",61,"sc_round1",5,3,"ia0rpy42","lq0zamde",37,"sc_round2",7,-2,2
"46",11,"Asad","ktm1ojr2","e96jb6mr",33,"sc_round1",5,7,"e96jb6mr","ktm1ojr2",65,"sc_round2",5,2,0
"47",11,"ASDF1234","dbfzbwq1","hsui8h86",70,"sc_round1",6,3,"hsui8h86","dbfzbwq1",23,"sc_round2",6,-3,0
"48",11,"Astrid","zhqv6mcm","9700fvfg",38,"sc_round1",8,8,"9700fvfg","zhqv6mcm",13,"sc_round2",7,0,-1
"49",11,"Bøllemis","t55pnknq","xolku9ti",71,"sc_round1",7,0,"xolku9ti","t55pnknq",25,"sc_round2",7,NA,0
"50",11,"Carmesin","hhvjjhod","wr6elhvg",45,"sc_round1",4,0,"wr6elhvg","hhvjjhod",16,"sc_round2",5,NA,1
"51",11,"Christian Jacobsen","p16vvjzi","9tnr4s3y",16,"sc_round1",6,3,"9tnr4s3y","p16vvjzi",2,"sc_round2",3,-3,-3
"52",11,"GOAT","0nfe0k9c","ii2ca2a4",44,"sc_round1",5,5,"ii2ca2a4","0nfe0k9c",5,"sc_round2",4,0,-1
"53",11,"Grandmasterflash","9ial3dvy","4wl0bfqz",81,"sc_round1",5,7,"4wl0bfqz","9ial3dvy",54,"sc_round2",5,2,0
"54",11,"havegang7","5ziimz34","14ho06cq",36,"sc_round1",7,5,"14ho06cq","5ziimz34",7,"sc_round2",6,-2,-1
"55",11,"hejhejhund","3c7i3qeh","oug44nb6",52,"sc_round1",3,0,"oug44nb6","3c7i3qeh",19,"sc_round2",5,NA,2
"56",11,"JakobBjerreKnudsen","7896i7ka","6orxz59z",75,"sc_round1",6,6,"6orxz59z","7896i7ka",27,"sc_round2",4,0,-2
"57",11,"Jesper","4h1ska65","wltwxmba",82,"sc_round1",4,1,"wltwxmba","4h1ska65",30,"sc_round2",5,-3,1
"58",11,"Johanne","mx0i74iq","dt6c67jl",32,"sc_round1",6,4,"dt6c67jl","mx0i74iq",64,"sc_round2",8,-2,2
"59",11,"Katrine","ljefhi7s","v2mkys1q",76,"sc_round1",6,3,"v2mkys1q","ljefhi7s",34,"sc_round2",6,-3,0
"60",11,"lilla","g1zkj1et","jfke82qw",73,"sc_round1",8,8,"jfke82qw","g1zkj1et",26,"sc_round2",8,0,0
"61",11,"Llamaman","yhpfe3ki","qr957mqd",74,"sc_round1",3,3,"qr957mqd","yhpfe3ki",38,"sc_round2",7,0,4
"62",11,"minime","fw1o7714","1qevmfei",97,"sc_round1",6,3,"1qevmfei","fw1o7714",57,"sc_round2",7,-3,1
"63",11,"Misterperc","eukb0tda","4d35wwdw",96,"sc_round1",5,8,"4d35wwdw","eukb0tda",42,"sc_round2",4,3,-1
"64",11,"Moe","eem5hb8v","ks23jwvj",65,"sc_round1",5,0,"ks23jwvj","eem5hb8v",45,"sc_round2",7,NA,2
"65",11,"Python","70icxtu0","7vzmcs48",69,"sc_round1",7,4,"7vzmcs48","70icxtu0",24,"sc_round2",6,-3,-1
"66",11,"RBJ","nak8o392","11u16gtf",47,"sc_round1",2,5,"11u16gtf","nak8o392",11,"sc_round2",7,3,5
"67",11,"Rensdyrlam","n8969zl4","oen6qf4o",72,"sc_round1",8,8,"oen6qf4o","n8969zl4",28,"sc_round2",4,0,-4
"68",11,"rosenmeier","pkf9fk1g","5969nxrd",31,"sc_round1",6,3,"5969nxrd","pkf9fk1g",58,"sc_round2",6,-3,0
"69",11,"Sarah","szp84fhk","uvpc88el",54,"sc_round1",7,7,"uvpc88el","szp84fhk",20,"sc_round2",6,0,-1
"70",11,"SKJ","fwpmdfnx","csqlcfa3",10,"sc_round1",2,5,"csqlcfa3","fwpmdfnx",46,"sc_round2",3,3,1
"71",11,"Slowlydying","s9p5ckq6","v5ibxvij",31,"sc_round1",7,0,"v5ibxvij","s9p5ckq6",10,"sc_round2",8,NA,1
"72",11,"SOJ","s1660bu2","gsnp1osd",79,"sc_round1",2,2,"gsnp1osd","s1660bu2",53,"sc_round2",3,0,1
"73",11,"The cat","j6tklmc7","ij6k2p1q",80,"sc_round1",8,6,"ij6k2p1q","j6tklmc7",40,"sc_round2",8,-2,0
"74",11,"wtf","zhw4p27n","8gnloax0",11,"sc_round1",5,8,"8gnloax0","zhw4p27n",52,"sc_round2",5,3,0
"75",12,"17","sjaa659z","fzt0cp0a",86,"sc_round1",3,6,"fzt0cp0a","sjaa659z",36,"sc_round2",3,3,0
"76",12,"1879","pywjuver","ara1b058",95,"sc_round1",5,0,"ara1b058","pywjuver",39,"sc_round2",6,NA,1
