"","FaceID","ID","URL round 1.x","URL round 2.x","ParticipantN.x","Round.x","FirstRating","GroupRating","URL round 2.y","URL round 1.y","ParticipantN.y","Round.y","SecondRating","Feedback","Change"
"601",25,"9696","st6r8kfq","4v10zr69",55,"sc_round1",4,4,"4v10zr69","st6r8kfq",21,"sc_round2",2,0,-2
"602",25,"andrea","lq0zamde","ia0rpy42",61,"sc_round1",7,4,"ia0rpy42","lq0zamde",37,"sc_round2",7,-3,0
"603",25,"Asad","ktm1ojr2","e96jb6mr",33,"sc_round1",1,3,"e96jb6mr","ktm1ojr2",65,"sc_round2",3,2,2
"604",25,"ASDF1234","dbfzbwq1","hsui8h86",70,"sc_round1",5,8,"hsui8h86","dbfzbwq1",23,"sc_round2",5,3,0
"605",25,"Astrid","zhqv6mcm","9700fvfg",38,"sc_round1",4,6,"9700fvfg","zhqv6mcm",13,"sc_round2",4,2,0
"606",25,"Bøllemis","t55pnknq","xolku9ti",71,"sc_round1",7,7,"xolku9ti","t55pnknq",25,"sc_round2",7,0,0
"607",25,"Carmesin","hhvjjhod","wr6elhvg",45,"sc_round1",4,1,"wr6elhvg","hhvjjhod",16,"sc_round2",4,-3,0
"608",25,"Christian Jacobsen","p16vvjzi","9tnr4s3y",16,"sc_round1",4,4,"9tnr4s3y","p16vvjzi",2,"sc_round2",4,0,0
"609",25,"GOAT","0nfe0k9c","ii2ca2a4",44,"sc_round1",2,5,"ii2ca2a4","0nfe0k9c",5,"sc_round2",4,3,2
"610",25,"Grandmasterflash","9ial3dvy","4wl0bfqz",81,"sc_round1",4,6,"4wl0bfqz","9ial3dvy",54,"sc_round2",5,2,1
"611",25,"havegang7","5ziimz34","14ho06cq",36,"sc_round1",6,0,"14ho06cq","5ziimz34",7,"sc_round2",6,NA,0
"612",25,"hejhejhund","3c7i3qeh","oug44nb6",52,"sc_round1",8,0,"oug44nb6","3c7i3qeh",19,"sc_round2",4,NA,-4
"613",25,"JakobBjerreKnudsen","7896i7ka","6orxz59z",75,"sc_round1",7,7,"6orxz59z","7896i7ka",27,"sc_round2",7,0,0
"614",25,"Jesper","4h1ska65","wltwxmba",82,"sc_round1",3,0,"wltwxmba","4h1ska65",30,"sc_round2",3,NA,0
"615",25,"Johanne","mx0i74iq","dt6c67jl",32,"sc_round1",6,6,"dt6c67jl","mx0i74iq",64,"sc_round2",7,0,1
"616",25,"Katrine","ljefhi7s","v2mkys1q",76,"sc_round1",6,8,"v2mkys1q","ljefhi7s",34,"sc_round2",6,2,0
"617",25,"lilla","g1zkj1et","jfke82qw",73,"sc_round1",5,0,"jfke82qw","g1zkj1et",26,"sc_round2",4,NA,-1
"618",25,"Llamaman","yhpfe3ki","qr957mqd",74,"sc_round1",8,5,"qr957mqd","yhpfe3ki",38,"sc_round2",3,-3,-5
"619",25,"minime","fw1o7714","1qevmfei",97,"sc_round1",4,6,"1qevmfei","fw1o7714",57,"sc_round2",5,2,1
"620",25,"Misterperc","eukb0tda","4d35wwdw",96,"sc_round1",3,6,"4d35wwdw","eukb0tda",42,"sc_round2",4,3,1
"621",25,"Moe","eem5hb8v","ks23jwvj",65,"sc_round1",5,5,"ks23jwvj","eem5hb8v",45,"sc_round2",6,0,1
"622",25,"Python","70icxtu0","7vzmcs48",69,"sc_round1",4,2,"7vzmcs48","70icxtu0",24,"sc_round2",4,-2,0
"623",25,"RBJ","nak8o392","11u16gtf",47,"sc_round1",1,4,"11u16gtf","nak8o392",11,"sc_round2",6,3,5
"624",25,"Rensdyrlam","n8969zl4","oen6qf4o",72,"sc_round1",8,8,"oen6qf4o","n8969zl4",28,"sc_round2",8,0,0
"625",25,"rosenmeier","pkf9fk1g","5969nxrd",31,"sc_round1",2,0,"5969nxrd","pkf9fk1g",58,"sc_round2",3,NA,1
"626",25,"Sarah","szp84fhk","uvpc88el",54,"sc_round1",4,6,"uvpc88el","szp84fhk",20,"sc_round2",8,2,4
"627",25,"SKJ","fwpmdfnx","csqlcfa3",10,"sc_round1",6,6,"csqlcfa3","fwpmdfnx",46,"sc_round2",6,0,0
"628",25,"Slowlydying","s9p5ckq6","v5ibxvij",31,"sc_round1",6,8,"v5ibxvij","s9p5ckq6",10,"sc_round2",8,2,2
"629",25,"SOJ","s1660bu2","gsnp1osd",79,"sc_round1",4,6,"gsnp1osd","s1660bu2",53,"sc_round2",5,2,1
"630",25,"The cat","j6tklmc7","ij6k2p1q",80,"sc_round1",8,6,"ij6k2p1q","j6tklmc7",40,"sc_round2",8,-2,0
"631",25,"wtf","zhw4p27n","8gnloax0",11,"sc_round1",2,0,"8gnloax0","zhw4p27n",52,"sc_round2",5,NA,3
"632",26,"17","sjaa659z","fzt0cp0a",86,"sc_round1",4,2,"fzt0cp0a","sjaa659z",36,"sc_round2",7,-2,3
"633",26,"1879","pywjuver","ara1b058",95,"sc_round1",2,4,"ara1b058","pywjuver",39,"sc_round2",4,2,2
"634",26,"1918","bieie7ao","5nmlzc2i",27,"sc_round1",7,5,"5nmlzc2i","bieie7ao",8,"sc_round2",2,-2,-5
"635",26,"2205","unfwcb90","wnjx49s1",84,"sc_round1",8,6,"wnjx49s1","unfwcb90",35,"sc_round2",8,-2,0
"636",26,"4520","t3zc9soo","gm0b0k11",1,"sc_round1",6,4,"gm0b0k11","t3zc9soo",1,"sc_round2",6,-2,0
"637",26,"45bites","g54qjb0l","36hprd2x",9,"sc_round1",7,5,"36hprd2x","g54qjb0l",48,"sc_round2",4,-2,-3
"638",26,"6107","24vjo3ss","xxe6xzes",12,"sc_round1",7,4,"xxe6xzes","24vjo3ss",49,"sc_round2",3,-3,-4
"639",26,"9696","st6r8kfq","4v10zr69",55,"sc_round1",6,0,"4v10zr69","st6r8kfq",21,"sc_round2",6,NA,0
"640",26,"andrea","lq0zamde","ia0rpy42",61,"sc_round1",7,7,"ia0rpy42","lq0zamde",37,"sc_round2",5,0,-2
"641",26,"Asad","ktm1ojr2","e96jb6mr",33,"sc_round1",2,2,"e96jb6mr","ktm1ojr2",65,"sc_round2",3,0,1
"642",26,"ASDF1234","dbfzbwq1","hsui8h86",70,"sc_round1",5,3,"hsui8h86","dbfzbwq1",23,"sc_round2",5,-2,0
"643",26,"Astrid","zhqv6mcm","9700fvfg",38,"sc_round1",7,0,"9700fvfg","zhqv6mcm",13,"sc_round2",7,NA,0
"644",26,"Bøllemis","t55pnknq","xolku9ti",71,"sc_round1",7,0,"xolku9ti","t55pnknq",25,"sc_round2",7,NA,0
"645",26,"Carmesin","hhvjjhod","wr6elhvg",45,"sc_round1",4,2,"wr6elhvg","hhvjjhod",16,"sc_round2",4,-2,0
"646",26,"Christian Jacobsen","p16vvjzi","9tnr4s3y",16,"sc_round1",7,5,"9tnr4s3y","p16vvjzi",2,"sc_round2",7,-2,0
"647",26,"GOAT","0nfe0k9c","ii2ca2a4",44,"sc_round1",6,4,"ii2ca2a4","0nfe0k9c",5,"sc_round2",5,-2,-1
"648",26,"Grandmasterflash","9ial3dvy","4wl0bfqz",81,"sc_round1",5,2,"4wl0bfqz","9ial3dvy",54,"sc_round2",5,-3,0
"649",26,"havegang7","5ziimz34","14ho06cq",36,"sc_round1",5,8,"14ho06cq","5ziimz34",7,"sc_round2",8,3,3
"650",26,"hejhejhund","3c7i3qeh","oug44nb6",52,"sc_round1",6,3,"oug44nb6","3c7i3qeh",19,"sc_round2",7,-3,1
"651",26,"JakobBjerreKnudsen","7896i7ka","6orxz59z",75,"sc_round1",7,7,"6orxz59z","7896i7ka",27,"sc_round2",4,0,-3
"652",26,"Jesper","4h1ska65","wltwxmba",82,"sc_round1",5,5,"wltwxmba","4h1ska65",30,"sc_round2",2,0,-3
"653",26,"Johanne","mx0i74iq","dt6c67jl",32,"sc_round1",8,6,"dt6c67jl","mx0i74iq",64,"sc_round2",7,-2,-1
"654",26,"Katrine","ljefhi7s","v2mkys1q",76,"sc_round1",6,8,"v2mkys1q","ljefhi7s",34,"sc_round2",6,2,0
"655",26,"lilla","g1zkj1et","jfke82qw",73,"sc_round1",7,7,"jfke82qw","g1zkj1et",26,"sc_round2",6,0,-1
"656",26,"Llamaman","yhpfe3ki","qr957mqd",74,"sc_round1",7,7,"qr957mqd","yhpfe3ki",38,"sc_round2",5,0,-2
"657",26,"minime","fw1o7714","1qevmfei",97,"sc_round1",3,1,"1qevmfei","fw1o7714",57,"sc_round2",3,-2,0
"658",26,"Misterperc","eukb0tda","4d35wwdw",96,"sc_round1",3,0,"4d35wwdw","eukb0tda",42,"sc_round2",6,NA,3
"659",26,"Moe","eem5hb8v","ks23jwvj",65,"sc_round1",7,0,"ks23jwvj","eem5hb8v",45,"sc_round2",7,NA,0
"660",26,"Python","70icxtu0","7vzmcs48",69,"sc_round1",5,0,"7vzmcs48","70icxtu0",24,"sc_round2",6,NA,1
"661",26,"RBJ","nak8o392","11u16gtf",47,"sc_round1",2,4,"11u16gtf","nak8o392",11,"sc_round2",6,2,4
"662",26,"Rensdyrlam","n8969zl4","oen6qf4o",72,"sc_round1",8,6,"oen6qf4o","n8969zl4",28,"sc_round2",8,-2,0
"663",26,"rosenmeier","pkf9fk1g","5969nxrd",31,"sc_round1",7,7,"5969nxrd","pkf9fk1g",58,"sc_round2",6,0,-1
"664",26,"Sarah","szp84fhk","uvpc88el",54,"sc_round1",7,5,"uvpc88el","szp84fhk",20,"sc_round2",4,-2,-3
"665",26,"SKJ","fwpmdfnx","csqlcfa3",10,"sc_round1",7,7,"csqlcfa3","fwpmdfnx",46,"sc_round2",8,0,1
"666",26,"Slowlydying","s9p5ckq6","v5ibxvij",31,"sc_round1",8,0,"v5ibxvij","s9p5ckq6",10,"sc_round2",8,NA,0
"667",26,"SOJ","s1660bu2","gsnp1osd",79,"sc_round1",7,5,"gsnp1osd","s1660bu2",53,"sc_round2",4,-2,-3
"668",26,"wtf","zhw4p27n","8gnloax0",11,"sc_round1",4,1,"8gnloax0","zhw4p27n",52,"sc_round2",4,-3,0
"669",27,"17","sjaa659z","fzt0cp0a",86,"sc_round1",6,4,"fzt0cp0a","sjaa659z",36,"sc_round2",4,-2,-2
"670",27,"1879","pywjuver","ara1b058",95,"sc_round1",3,6,"ara1b058","pywjuver",39,"sc_round2",3,3,0
"671",27,"1918","bieie7ao","5nmlzc2i",27,"sc_round1",6,8,"5nmlzc2i","bieie7ao",8,"sc_round2",8,2,2
"672",27,"2205","unfwcb90","wnjx49s1",84,"sc_round1",5,8,"wnjx49s1","unfwcb90",35,"sc_round2",4,3,-1
"673",27,"4520","t3zc9soo","gm0b0k11",1,"sc_round1",3,5,"gm0b0k11","t3zc9soo",1,"sc_round2",3,2,0
"674",27,"45bites","g54qjb0l","36hprd2x",9,"sc_round1",2,2,"36hprd2x","g54qjb0l",48,"sc_round2",3,0,1
"675",27,"6107","24vjo3ss","xxe6xzes",12,"sc_round1",6,8,"xxe6xzes","24vjo3ss",49,"sc_round2",7,2,1
"676",27,"9696","st6r8kfq","4v10zr69",55,"sc_round1",2,2,"4v10zr69","st6r8kfq",21,"sc_round2",5,0,3
"677",27,"andrea","lq0zamde","ia0rpy42",61,"sc_round1",6,0,"ia0rpy42","lq0zamde",37,"sc_round2",3,NA,-3
"678",27,"Asad","ktm1ojr2","e96jb6mr",33,"sc_round1",2,4,"e96jb6mr","ktm1ojr2",65,"sc_round2",3,2,1
"679",27,"ASDF1234","dbfzbwq1","hsui8h86",70,"sc_round1",5,8,"hsui8h86","dbfzbwq1",23,"sc_round2",5,3,0
"680",27,"Astrid","zhqv6mcm","9700fvfg",38,"sc_round1",6,3,"9700fvfg","zhqv6mcm",13,"sc_round2",8,-3,2
"681",27,"Bøllemis","t55pnknq","xolku9ti",71,"sc_round1",7,0,"xolku9ti","t55pnknq",25,"sc_round2",7,NA,0
"682",27,"Carmesin","hhvjjhod","wr6elhvg",45,"sc_round1",3,6,"wr6elhvg","hhvjjhod",16,"sc_round2",4,3,1
"683",27,"Christian Jacobsen","p16vvjzi","9tnr4s3y",16,"sc_round1",6,6,"9tnr4s3y","p16vvjzi",2,"sc_round2",6,0,0
"684",27,"GOAT","0nfe0k9c","ii2ca2a4",44,"sc_round1",5,3,"ii2ca2a4","0nfe0k9c",5,"sc_round2",3,-2,-2
"685",27,"Grandmasterflash","9ial3dvy","4wl0bfqz",81,"sc_round1",7,5,"4wl0bfqz","9ial3dvy",54,"sc_round2",5,-2,-2
"686",27,"havegang7","5ziimz34","14ho06cq",36,"sc_round1",8,8,"14ho06cq","5ziimz34",7,"sc_round2",8,0,0
"687",27,"hejhejhund","3c7i3qeh","oug44nb6",52,"sc_round1",6,6,"oug44nb6","3c7i3qeh",19,"sc_round2",3,0,-3
"688",27,"JakobBjerreKnudsen","7896i7ka","6orxz59z",75,"sc_round1",6,8,"6orxz59z","7896i7ka",27,"sc_round2",5,2,-1
"689",27,"Jesper","4h1ska65","wltwxmba",82,"sc_round1",2,4,"wltwxmba","4h1ska65",30,"sc_round2",2,2,0
"690",27,"Johanne","mx0i74iq","dt6c67jl",32,"sc_round1",7,4,"dt6c67jl","mx0i74iq",64,"sc_round2",6,-3,-1
"691",27,"Katrine","ljefhi7s","v2mkys1q",76,"sc_round1",6,0,"v2mkys1q","ljefhi7s",34,"sc_round2",6,NA,0
"692",27,"lilla","g1zkj1et","jfke82qw",73,"sc_round1",7,4,"jfke82qw","g1zkj1et",26,"sc_round2",7,-3,0
"693",27,"Llamaman","yhpfe3ki","qr957mqd",74,"sc_round1",3,5,"qr957mqd","yhpfe3ki",38,"sc_round2",3,2,0
"694",27,"minime","fw1o7714","1qevmfei",97,"sc_round1",2,5,"1qevmfei","fw1o7714",57,"sc_round2",6,3,4
"695",27,"Misterperc","eukb0tda","4d35wwdw",96,"sc_round1",3,1,"4d35wwdw","eukb0tda",42,"sc_round2",5,-2,2
"696",27,"Moe","eem5hb8v","ks23jwvj",65,"sc_round1",3,1,"ks23jwvj","eem5hb8v",45,"sc_round2",7,-2,4
"697",27,"Python","70icxtu0","7vzmcs48",69,"sc_round1",5,5,"7vzmcs48","70icxtu0",24,"sc_round2",3,0,-2
"698",27,"RBJ","nak8o392","11u16gtf",47,"sc_round1",2,5,"11u16gtf","nak8o392",11,"sc_round2",6,3,4
"699",27,"Rensdyrlam","n8969zl4","oen6qf4o",72,"sc_round1",7,4,"oen6qf4o","n8969zl4",28,"sc_round2",6,-3,-1
"700",27,"rosenmeier","pkf9fk1g","5969nxrd",31,"sc_round1",4,1,"5969nxrd","pkf9fk1g",58,"sc_round2",3,-3,-1
"701",27,"Sarah","szp84fhk","uvpc88el",54,"sc_round1",7,7,"uvpc88el","szp84fhk",20,"sc_round2",7,0,0
"702",27,"SKJ","fwpmdfnx","csqlcfa3",10,"sc_round1",5,2,"csqlcfa3","fwpmdfnx",46,"sc_round2",3,-3,-2
"703",27,"Slowlydying","s9p5ckq6","v5ibxvij",31,"sc_round1",5,3,"v5ibxvij","s9p5ckq6",10,"sc_round2",6,-2,1
"704",27,"SOJ","s1660bu2","gsnp1osd",79,"sc_round1",7,7,"gsnp1osd","s1660bu2",53,"sc_round2",4,0,-3
"705",27,"wtf","zhw4p27n","8gnloax0",11,"sc_round1",7,4,"8gnloax0","zhw4p27n",52,"sc_round2",5,-3,-2
"706",28,"17","sjaa659z","fzt0cp0a",86,"sc_round1",4,6,"fzt0cp0a","sjaa659z",36,"sc_round2",7,2,3
"707",28,"1879","pywjuver","ara1b058",95,"sc_round1",4,4,"ara1b058","pywjuver",39,"sc_round2",2,0,-2
"708",28,"1918","bieie7ao","5nmlzc2i",27,"sc_round1",7,5,"5nmlzc2i","bieie7ao",8,"sc_round2",4,-2,-3
"709",28,"2205","unfwcb90","wnjx49s1",84,"sc_round1",8,8,"wnjx49s1","unfwcb90",35,"sc_round2",8,0,0
"710",28,"4520","t3zc9soo","gm0b0k11",1,"sc_round1",6,6,"gm0b0k11","t3zc9soo",1,"sc_round2",5,0,-1
"711",28,"45bites","g54qjb0l","36hprd2x",9,"sc_round1",6,6,"36hprd2x","g54qjb0l",48,"sc_round2",5,0,-1
"712",28,"6107","24vjo3ss","xxe6xzes",12,"sc_round1",4,6,"xxe6xzes","24vjo3ss",49,"sc_round2",5,2,1
"713",28,"9696","st6r8kfq","4v10zr69",55,"sc_round1",6,3,"4v10zr69","st6r8kfq",21,"sc_round2",4,-3,-2
"714",28,"andrea","lq0zamde","ia0rpy42",61,"sc_round1",7,5,"ia0rpy42","lq0zamde",37,"sc_round2",6,-2,-1
"715",28,"Asad","ktm1ojr2","e96jb6mr",33,"sc_round1",4,0,"e96jb6mr","ktm1ojr2",65,"sc_round2",5,NA,1
"716",28,"ASDF1234","dbfzbwq1","hsui8h86",70,"sc_round1",5,7,"hsui8h86","dbfzbwq1",23,"sc_round2",4,2,-1
"717",28,"Astrid","zhqv6mcm","9700fvfg",38,"sc_round1",4,0,"9700fvfg","zhqv6mcm",13,"sc_round2",5,NA,1
"718",28,"Bøllemis","t55pnknq","xolku9ti",71,"sc_round1",7,0,"xolku9ti","t55pnknq",25,"sc_round2",7,NA,0
"719",28,"Carmesin","hhvjjhod","wr6elhvg",45,"sc_round1",4,2,"wr6elhvg","hhvjjhod",16,"sc_round2",5,-2,1
"720",28,"Christian Jacobsen","p16vvjzi","9tnr4s3y",16,"sc_round1",6,8,"9tnr4s3y","p16vvjzi",2,"sc_round2",6,2,0
"721",28,"GOAT","0nfe0k9c","ii2ca2a4",44,"sc_round1",7,0,"ii2ca2a4","0nfe0k9c",5,"sc_round2",6,NA,-1
"722",28,"Grandmasterflash","9ial3dvy","4wl0bfqz",81,"sc_round1",4,1,"4wl0bfqz","9ial3dvy",54,"sc_round2",5,-3,1
"723",28,"havegang7","5ziimz34","14ho06cq",36,"sc_round1",7,5,"14ho06cq","5ziimz34",7,"sc_round2",8,-2,1
"724",28,"hejhejhund","3c7i3qeh","oug44nb6",52,"sc_round1",6,4,"oug44nb6","3c7i3qeh",19,"sc_round2",6,-2,0
"725",28,"JakobBjerreKnudsen","7896i7ka","6orxz59z",75,"sc_round1",4,7,"6orxz59z","7896i7ka",27,"sc_round2",5,3,1
"726",28,"Jesper","4h1ska65","wltwxmba",82,"sc_round1",6,6,"wltwxmba","4h1ska65",30,"sc_round2",3,0,-3
"727",28,"Johanne","mx0i74iq","dt6c67jl",32,"sc_round1",6,8,"dt6c67jl","mx0i74iq",64,"sc_round2",6,2,0
"728",28,"Katrine","ljefhi7s","v2mkys1q",76,"sc_round1",6,4,"v2mkys1q","ljefhi7s",34,"sc_round2",7,-2,1
"729",28,"lilla","g1zkj1et","jfke82qw",73,"sc_round1",5,3,"jfke82qw","g1zkj1et",26,"sc_round2",5,-2,0
"730",28,"Llamaman","yhpfe3ki","qr957mqd",74,"sc_round1",5,7,"qr957mqd","yhpfe3ki",38,"sc_round2",5,2,0
"731",28,"minime","fw1o7714","1qevmfei",97,"sc_round1",6,6,"1qevmfei","fw1o7714",57,"sc_round2",6,0,0
"732",28,"Misterperc","eukb0tda","4d35wwdw",96,"sc_round1",5,2,"4d35wwdw","eukb0tda",42,"sc_round2",3,-3,-2
"733",28,"Moe","eem5hb8v","ks23jwvj",65,"sc_round1",6,4,"ks23jwvj","eem5hb8v",45,"sc_round2",7,-2,1
"734",28,"Python","70icxtu0","7vzmcs48",69,"sc_round1",5,7,"7vzmcs48","70icxtu0",24,"sc_round2",5,2,0
"735",28,"RBJ","nak8o392","11u16gtf",47,"sc_round1",2,0,"11u16gtf","nak8o392",11,"sc_round2",6,NA,4
"736",28,"Rensdyrlam","n8969zl4","oen6qf4o",72,"sc_round1",7,4,"oen6qf4o","n8969zl4",28,"sc_round2",4,-3,-3
"737",28,"rosenmeier","pkf9fk1g","5969nxrd",31,"sc_round1",5,3,"5969nxrd","pkf9fk1g",58,"sc_round2",5,-2,0
"738",28,"Sarah","szp84fhk","uvpc88el",54,"sc_round1",6,3,"uvpc88el","szp84fhk",20,"sc_round2",3,-3,-3
"739",28,"SKJ","fwpmdfnx","csqlcfa3",10,"sc_round1",7,4,"csqlcfa3","fwpmdfnx",46,"sc_round2",7,-3,0
"740",28,"Slowlydying","s9p5ckq6","v5ibxvij",31,"sc_round1",6,6,"v5ibxvij","s9p5ckq6",10,"sc_round2",7,0,1
"741",28,"SOJ","s1660bu2","gsnp1osd",79,"sc_round1",4,4,"gsnp1osd","s1660bu2",53,"sc_round2",6,0,2
"742",28,"wtf","zhw4p27n","8gnloax0",11,"sc_round1",4,0,"8gnloax0","zhw4p27n",52,"sc_round2",4,NA,0
"743",29,"17","sjaa659z","fzt0cp0a",86,"sc_round1",5,2,"fzt0cp0a","sjaa659z",36,"sc_round2",7,-3,2
"744",29,"1879","pywjuver","ara1b058",95,"sc_round1",6,6,"ara1b058","pywjuver",39,"sc_round2",7,0,1
"745",29,"1918","bieie7ao","5nmlzc2i",27,"sc_round1",7,5,"5nmlzc2i","bieie7ao",8,"sc_round2",2,-2,-5
"746",29,"2205","unfwcb90","wnjx49s1",84,"sc_round1",8,6,"wnjx49s1","unfwcb90",35,"sc_round2",8,-2,0
"747",29,"4520","t3zc9soo","gm0b0k11",1,"sc_round1",7,4,"gm0b0k11","t3zc9soo",1,"sc_round2",6,-3,-1
"748",29,"45bites","g54qjb0l","36hprd2x",9,"sc_round1",8,6,"36hprd2x","g54qjb0l",48,"sc_round2",6,-2,-2
"749",29,"6107","24vjo3ss","xxe6xzes",12,"sc_round1",6,3,"xxe6xzes","24vjo3ss",49,"sc_round2",7,-3,1
"750",29,"9696","st6r8kfq","4v10zr69",55,"sc_round1",8,6,"4v10zr69","st6r8kfq",21,"sc_round2",7,-2,-1
"751",29,"andrea","lq0zamde","ia0rpy42",61,"sc_round1",7,0,"ia0rpy42","lq0zamde",37,"sc_round2",5,NA,-2
"752",29,"Asad","ktm1ojr2","e96jb6mr",33,"sc_round1",6,8,"e96jb6mr","ktm1ojr2",65,"sc_round2",6,2,0
"753",29,"ASDF1234","dbfzbwq1","hsui8h86",70,"sc_round1",5,0,"hsui8h86","dbfzbwq1",23,"sc_round2",6,NA,1
"754",29,"Astrid","zhqv6mcm","9700fvfg",38,"sc_round1",8,6,"9700fvfg","zhqv6mcm",13,"sc_round2",7,-2,-1
"755",29,"Bøllemis","t55pnknq","xolku9ti",71,"sc_round1",7,0,"xolku9ti","t55pnknq",25,"sc_round2",7,NA,0
"756",29,"Carmesin","hhvjjhod","wr6elhvg",45,"sc_round1",5,2,"wr6elhvg","hhvjjhod",16,"sc_round2",5,-3,0
"757",29,"Christian Jacobsen","p16vvjzi","9tnr4s3y",16,"sc_round1",7,5,"9tnr4s3y","p16vvjzi",2,"sc_round2",5,-2,-2
"758",29,"GOAT","0nfe0k9c","ii2ca2a4",44,"sc_round1",8,0,"ii2ca2a4","0nfe0k9c",5,"sc_round2",7,NA,-1
"759",29,"Grandmasterflash","9ial3dvy","4wl0bfqz",81,"sc_round1",4,6,"4wl0bfqz","9ial3dvy",54,"sc_round2",4,2,0
"760",29,"havegang7","5ziimz34","14ho06cq",36,"sc_round1",7,0,"14ho06cq","5ziimz34",7,"sc_round2",8,NA,1
"761",29,"hejhejhund","3c7i3qeh","oug44nb6",52,"sc_round1",8,8,"oug44nb6","3c7i3qeh",19,"sc_round2",7,0,-1
"762",29,"JakobBjerreKnudsen","7896i7ka","6orxz59z",75,"sc_round1",8,6,"6orxz59z","7896i7ka",27,"sc_round2",7,-2,-1
"763",29,"Jesper","4h1ska65","wltwxmba",82,"sc_round1",3,0,"wltwxmba","4h1ska65",30,"sc_round2",3,NA,0
"764",29,"Johanne","mx0i74iq","dt6c67jl",32,"sc_round1",8,8,"dt6c67jl","mx0i74iq",64,"sc_round2",8,0,0
"765",29,"Katrine","ljefhi7s","v2mkys1q",76,"sc_round1",6,8,"v2mkys1q","ljefhi7s",34,"sc_round2",6,2,0
"766",29,"lilla","g1zkj1et","jfke82qw",73,"sc_round1",8,8,"jfke82qw","g1zkj1et",26,"sc_round2",5,0,-3
"767",29,"Llamaman","yhpfe3ki","qr957mqd",74,"sc_round1",8,0,"qr957mqd","yhpfe3ki",38,"sc_round2",6,NA,-2
"768",29,"minime","fw1o7714","1qevmfei",97,"sc_round1",7,7,"1qevmfei","fw1o7714",57,"sc_round2",6,0,-1
"769",29,"Misterperc","eukb0tda","4d35wwdw",96,"sc_round1",8,5,"4d35wwdw","eukb0tda",42,"sc_round2",8,-3,0
"770",29,"Moe","eem5hb8v","ks23jwvj",65,"sc_round1",5,3,"ks23jwvj","eem5hb8v",45,"sc_round2",6,-2,1
"771",29,"Python","70icxtu0","7vzmcs48",69,"sc_round1",3,5,"7vzmcs48","70icxtu0",24,"sc_round2",5,2,2
"772",29,"RBJ","nak8o392","11u16gtf",47,"sc_round1",5,0,"11u16gtf","nak8o392",11,"sc_round2",7,NA,2
"773",29,"Rensdyrlam","n8969zl4","oen6qf4o",72,"sc_round1",8,8,"oen6qf4o","n8969zl4",28,"sc_round2",8,0,0
"774",29,"rosenmeier","pkf9fk1g","5969nxrd",31,"sc_round1",7,5,"5969nxrd","pkf9fk1g",58,"sc_round2",6,-2,-1
"775",29,"Sarah","szp84fhk","uvpc88el",54,"sc_round1",7,7,"uvpc88el","szp84fhk",20,"sc_round2",6,0,-1
"776",29,"SKJ","fwpmdfnx","csqlcfa3",10,"sc_round1",7,4,"csqlcfa3","fwpmdfnx",46,"sc_round2",8,-3,1
"777",29,"Slowlydying","s9p5ckq6","v5ibxvij",31,"sc_round1",8,6,"v5ibxvij","s9p5ckq6",10,"sc_round2",8,-2,0
"778",29,"SOJ","s1660bu2","gsnp1osd",79,"sc_round1",5,0,"gsnp1osd","s1660bu2",53,"sc_round2",7,NA,2
"779",29,"wtf","zhw4p27n","8gnloax0",11,"sc_round1",5,7,"8gnloax0","zhw4p27n",52,"sc_round2",6,2,1
"780",3,"17","sjaa659z","fzt0cp0a",86,"sc_round1",3,6,"fzt0cp0a","sjaa659z",36,"sc_round2",5,3,2
"781",3,"1879","pywjuver","ara1b058",95,"sc_round1",4,1,"ara1b058","pywjuver",39,"sc_round2",4,-3,0
"782",3,"1918","bieie7ao","5nmlzc2i",27,"sc_round1",4,0,"5nmlzc2i","bieie7ao",8,"sc_round2",3,NA,-1
"783",3,"2205","unfwcb90","wnjx49s1",84,"sc_round1",1,1,"wnjx49s1","unfwcb90",35,"sc_round2",2,0,1
"784",3,"4520","t3zc9soo","gm0b0k11",1,"sc_round1",3,3,"gm0b0k11","t3zc9soo",1,"sc_round2",3,0,0
"785",3,"45bites","g54qjb0l","36hprd2x",9,"sc_round1",3,5,"36hprd2x","g54qjb0l",48,"sc_round2",3,2,0
"786",3,"6107","24vjo3ss","xxe6xzes",12,"sc_round1",4,2,"xxe6xzes","24vjo3ss",49,"sc_round2",4,-2,0
"787",3,"9696","st6r8kfq","4v10zr69",55,"sc_round1",4,0,"4v10zr69","st6r8kfq",21,"sc_round2",5,NA,1
"788",3,"andrea","lq0zamde","ia0rpy42",61,"sc_round1",5,3,"ia0rpy42","lq0zamde",37,"sc_round2",7,-2,2
"789",3,"Asad","ktm1ojr2","e96jb6mr",33,"sc_round1",4,1,"e96jb6mr","ktm1ojr2",65,"sc_round2",1,-3,-3
"790",3,"ASDF1234","dbfzbwq1","hsui8h86",70,"sc_round1",5,3,"hsui8h86","dbfzbwq1",23,"sc_round2",5,-2,0
"791",3,"Astrid","zhqv6mcm","9700fvfg",38,"sc_round1",4,1,"9700fvfg","zhqv6mcm",13,"sc_round2",5,-3,1
"792",3,"Bøllemis","t55pnknq","xolku9ti",71,"sc_round1",7,4,"xolku9ti","t55pnknq",25,"sc_round2",7,-3,0
"793",3,"Carmesin","hhvjjhod","wr6elhvg",45,"sc_round1",3,3,"wr6elhvg","hhvjjhod",16,"sc_round2",4,0,1
