"FaceID","ID","URL round 1.x","URL round 2.x","ParticipantN.x","Round.x","FirstRating","GroupRating","URL round 2.y","URL round 1.y","ParticipantN.y","Round.y","SecondRating"
27,"hejhejhund","3c7i3qeh","oug44nb6",52,"sc_round1",6,6,"oug44nb6","3c7i3qeh",19,"sc_round2",3
27,"JakobBjerreKnudsen","7896i7ka","6orxz59z",75,"sc_round1",6,8,"6orxz59z","7896i7ka",27,"sc_round2",5
27,"Jesper","4h1ska65","wltwxmba",82,"sc_round1",2,4,"wltwxmba","4h1ska65",30,"sc_round2",2
27,"Johanne","mx0i74iq","dt6c67jl",32,"sc_round1",7,4,"dt6c67jl","mx0i74iq",64,"sc_round2",6
27,"Katrine","ljefhi7s","v2mkys1q",76,"sc_round1",6,0,"v2mkys1q","ljefhi7s",34,"sc_round2",6
27,"lilla","g1zkj1et","jfke82qw",73,"sc_round1",7,4,"jfke82qw","g1zkj1et",26,"sc_round2",7
27,"Llamaman","yhpfe3ki","qr957mqd",74,"sc_round1",3,5,"qr957mqd","yhpfe3ki",38,"sc_round2",3
27,"minime","fw1o7714","1qevmfei",97,"sc_round1",2,5,"1qevmfei","fw1o7714",57,"sc_round2",6
27,"Misterperc","eukb0tda","4d35wwdw",96,"sc_round1",3,1,"4d35wwdw","eukb0tda",42,"sc_round2",5
27,"Moe","eem5hb8v","ks23jwvj",65,"sc_round1",3,1,"ks23jwvj","eem5hb8v",45,"sc_round2",7
27,"Python","70icxtu0","7vzmcs48",69,"sc_round1",5,5,"7vzmcs48","70icxtu0",24,"sc_round2",3
27,"RBJ","nak8o392","11u16gtf",47,"sc_round1",2,5,"11u16gtf","nak8o392",11,"sc_round2",6
27,"Rensdyrlam","n8969zl4","oen6qf4o",72,"sc_round1",7,4,"oen6qf4o","n8969zl4",28,"sc_round2",6
27,"rosenmeier","pkf9fk1g","5969nxrd",31,"sc_round1",4,1,"5969nxrd","pkf9fk1g",58,"sc_round2",3
27,"Sarah","szp84fhk","uvpc88el",54,"sc_round1",7,7,"uvpc88el","szp84fhk",20,"sc_round2",7
27,"SKJ","fwpmdfnx","csqlcfa3",10,"sc_round1",5,2,"csqlcfa3","fwpmdfnx",46,"sc_round2",3
27,"Slowlydying","s9p5ckq6","v5ibxvij",31,"sc_round1",5,3,"v5ibxvij","s9p5ckq6",10,"sc_round2",6
27,"SOJ","s1660bu2","gsnp1osd",79,"sc_round1",7,7,"gsnp1osd","s1660bu2",53,"sc_round2",4
27,"wtf","zhw4p27n","8gnloax0",11,"sc_round1",7,4,"8gnloax0","zhw4p27n",52,"sc_round2",5
28,"17","sjaa659z","fzt0cp0a",86,"sc_round1",4,6,"fzt0cp0a","sjaa659z",36,"sc_round2",7
28,"1879","pywjuver","ara1b058",95,"sc_round1",4,4,"ara1b058","pywjuver",39,"sc_round2",2
28,"1918","bieie7ao","5nmlzc2i",27,"sc_round1",7,5,"5nmlzc2i","bieie7ao",8,"sc_round2",4
28,"2205","unfwcb90","wnjx49s1",84,"sc_round1",8,8,"wnjx49s1","unfwcb90",35,"sc_round2",8
28,"4520","t3zc9soo","gm0b0k11",1,"sc_round1",6,6,"gm0b0k11","t3zc9soo",1,"sc_round2",5
28,"45bites","g54qjb0l","36hprd2x",9,"sc_round1",6,6,"36hprd2x","g54qjb0l",48,"sc_round2",5
28,"6107","24vjo3ss","xxe6xzes",12,"sc_round1",4,6,"xxe6xzes","24vjo3ss",49,"sc_round2",5
28,"9696","st6r8kfq","4v10zr69",55,"sc_round1",6,3,"4v10zr69","st6r8kfq",21,"sc_round2",4
28,"andrea","lq0zamde","ia0rpy42",61,"sc_round1",7,5,"ia0rpy42","lq0zamde",37,"sc_round2",6
28,"Asad","ktm1ojr2","e96jb6mr",33,"sc_round1",4,0,"e96jb6mr","ktm1ojr2",65,"sc_round2",5
28,"ASDF1234","dbfzbwq1","hsui8h86",70,"sc_round1",5,7,"hsui8h86","dbfzbwq1",23,"sc_round2",4
28,"Astrid","zhqv6mcm","9700fvfg",38,"sc_round1",4,0,"9700fvfg","zhqv6mcm",13,"sc_round2",5
28,"Bøllemis","t55pnknq","xolku9ti",71,"sc_round1",7,0,"xolku9ti","t55pnknq",25,"sc_round2",7
28,"Carmesin","hhvjjhod","wr6elhvg",45,"sc_round1",4,2,"wr6elhvg","hhvjjhod",16,"sc_round2",5
28,"Christian Jacobsen","p16vvjzi","9tnr4s3y",16,"sc_round1",6,8,"9tnr4s3y","p16vvjzi",2,"sc_round2",6
28,"GOAT","0nfe0k9c","ii2ca2a4",44,"sc_round1",7,0,"ii2ca2a4","0nfe0k9c",5,"sc_round2",6
28,"Grandmasterflash","9ial3dvy","4wl0bfqz",81,"sc_round1",4,1,"4wl0bfqz","9ial3dvy",54,"sc_round2",5
28,"havegang7","5ziimz34","14ho06cq",36,"sc_round1",7,5,"14ho06cq","5ziimz34",7,"sc_round2",8
28,"hejhejhund","3c7i3qeh","oug44nb6",52,"sc_round1",6,4,"oug44nb6","3c7i3qeh",19,"sc_round2",6
28,"JakobBjerreKnudsen","7896i7ka","6orxz59z",75,"sc_round1",4,7,"6orxz59z","7896i7ka",27,"sc_round2",5
28,"Jesper","4h1ska65","wltwxmba",82,"sc_round1",6,6,"wltwxmba","4h1ska65",30,"sc_round2",3
28,"Johanne","mx0i74iq","dt6c67jl",32,"sc_round1",6,8,"dt6c67jl","mx0i74iq",64,"sc_round2",6
28,"Katrine","ljefhi7s","v2mkys1q",76,"sc_round1",6,4,"v2mkys1q","ljefhi7s",34,"sc_round2",7
28,"lilla","g1zkj1et","jfke82qw",73,"sc_round1",5,3,"jfke82qw","g1zkj1et",26,"sc_round2",5
28,"Llamaman","yhpfe3ki","qr957mqd",74,"sc_round1",5,7,"qr957mqd","yhpfe3ki",38,"sc_round2",5
28,"minime","fw1o7714","1qevmfei",97,"sc_round1",6,6,"1qevmfei","fw1o7714",57,"sc_round2",6
28,"Misterperc","eukb0tda","4d35wwdw",96,"sc_round1",5,2,"4d35wwdw","eukb0tda",42,"sc_round2",3
28,"Moe","eem5hb8v","ks23jwvj",65,"sc_round1",6,4,"ks23jwvj","eem5hb8v",45,"sc_round2",7
28,"Python","70icxtu0","7vzmcs48",69,"sc_round1",5,7,"7vzmcs48","70icxtu0",24,"sc_round2",5
28,"RBJ","nak8o392","11u16gtf",47,"sc_round1",2,0,"11u16gtf","nak8o392",11,"sc_round2",6
28,"Rensdyrlam","n8969zl4","oen6qf4o",72,"sc_round1",7,4,"oen6qf4o","n8969zl4",28,"sc_round2",4
28,"rosenmeier","pkf9fk1g","5969nxrd",31,"sc_round1",5,3,"5969nxrd","pkf9fk1g",58,"sc_round2",5
28,"Sarah","szp84fhk","uvpc88el",54,"sc_round1",6,3,"uvpc88el","szp84fhk",20,"sc_round2",3
28,"SKJ","fwpmdfnx","csqlcfa3",10,"sc_round1",7,4,"csqlcfa3","fwpmdfnx",46,"sc_round2",7
28,"Slowlydying","s9p5ckq6","v5ibxvij",31,"sc_round1",6,6,"v5ibxvij","s9p5ckq6",10,"sc_round2",7
28,"SOJ","s1660bu2","gsnp1osd",79,"sc_round1",4,4,"gsnp1osd","s1660bu2",53,"sc_round2",6
28,"wtf","zhw4p27n","8gnloax0",11,"sc_round1",4,0,"8gnloax0","zhw4p27n",52,"sc_round2",4
29,"17","sjaa659z","fzt0cp0a",86,"sc_round1",5,2,"fzt0cp0a","sjaa659z",36,"sc_round2",7
29,"1879","pywjuver","ara1b058",95,"sc_round1",6,6,"ara1b058","pywjuver",39,"sc_round2",7
29,"1918","bieie7ao","5nmlzc2i",27,"sc_round1",7,5,"5nmlzc2i","bieie7ao",8,"sc_round2",2
29,"2205","unfwcb90","wnjx49s1",84,"sc_round1",8,6,"wnjx49s1","unfwcb90",35,"sc_round2",8
29,"4520","t3zc9soo","gm0b0k11",1,"sc_round1",7,4,"gm0b0k11","t3zc9soo",1,"sc_round2",6
29,"45bites","g54qjb0l","36hprd2x",9,"sc_round1",8,6,"36hprd2x","g54qjb0l",48,"sc_round2",6
29,"6107","24vjo3ss","xxe6xzes",12,"sc_round1",6,3,"xxe6xzes","24vjo3ss",49,"sc_round2",7
29,"9696","st6r8kfq","4v10zr69",55,"sc_round1",8,6,"4v10zr69","st6r8kfq",21,"sc_round2",7
29,"andrea","lq0zamde","ia0rpy42",61,"sc_round1",7,0,"ia0rpy42","lq0zamde",37,"sc_round2",5
29,"Asad","ktm1ojr2","e96jb6mr",33,"sc_round1",6,8,"e96jb6mr","ktm1ojr2",65,"sc_round2",6
29,"ASDF1234","dbfzbwq1","hsui8h86",70,"sc_round1",5,0,"hsui8h86","dbfzbwq1",23,"sc_round2",6
29,"Astrid","zhqv6mcm","9700fvfg",38,"sc_round1",8,6,"9700fvfg","zhqv6mcm",13,"sc_round2",7
29,"Bøllemis","t55pnknq","xolku9ti",71,"sc_round1",7,0,"xolku9ti","t55pnknq",25,"sc_round2",7
29,"Carmesin","hhvjjhod","wr6elhvg",45,"sc_round1",5,2,"wr6elhvg","hhvjjhod",16,"sc_round2",5
29,"Christian Jacobsen","p16vvjzi","9tnr4s3y",16,"sc_round1",7,5,"9tnr4s3y","p16vvjzi",2,"sc_round2",5
29,"GOAT","0nfe0k9c","ii2ca2a4",44,"sc_round1",8,0,"ii2ca2a4","0nfe0k9c",5,"sc_round2",7
29,"Grandmasterflash","9ial3dvy","4wl0bfqz",81,"sc_round1",4,6,"4wl0bfqz","9ial3dvy",54,"sc_round2",4
29,"havegang7","5ziimz34","14ho06cq",36,"sc_round1",7,0,"14ho06cq","5ziimz34",7,"sc_round2",8
29,"hejhejhund","3c7i3qeh","oug44nb6",52,"sc_round1",8,8,"oug44nb6","3c7i3qeh",19,"sc_round2",7
29,"JakobBjerreKnudsen","7896i7ka","6orxz59z",75,"sc_round1",8,6,"6orxz59z","7896i7ka",27,"sc_round2",7
29,"Jesper","4h1ska65","wltwxmba",82,"sc_round1",3,0,"wltwxmba","4h1ska65",30,"sc_round2",3
29,"Johanne","mx0i74iq","dt6c67jl",32,"sc_round1",8,8,"dt6c67jl","mx0i74iq",64,"sc_round2",8
29,"Katrine","ljefhi7s","v2mkys1q",76,"sc_round1",6,8,"v2mkys1q","ljefhi7s",34,"sc_round2",6
29,"lilla","g1zkj1et","jfke82qw",73,"sc_round1",8,8,"jfke82qw","g1zkj1et",26,"sc_round2",5
29,"Llamaman","yhpfe3ki","qr957mqd",74,"sc_round1",8,0,"qr957mqd","yhpfe3ki",38,"sc_round2",6
29,"minime","fw1o7714","1qevmfei",97,"sc_round1",7,7,"1qevmfei","fw1o7714",57,"sc_round2",6
29,"Misterperc","eukb0tda","4d35wwdw",96,"sc_round1",8,5,"4d35wwdw","eukb0tda",42,"sc_round2",8
29,"Moe","eem5hb8v","ks23jwvj",65,"sc_round1",5,3,"ks23jwvj","eem5hb8v",45,"sc_round2",6
29,"Python","70icxtu0","7vzmcs48",69,"sc_round1",3,5,"7vzmcs48","70icxtu0",24,"sc_round2",5
29,"RBJ","nak8o392","11u16gtf",47,"sc_round1",5,0,"11u16gtf","nak8o392",11,"sc_round2",7
29,"Rensdyrlam","n8969zl4","oen6qf4o",72,"sc_round1",8,8,"oen6qf4o","n8969zl4",28,"sc_round2",8
29,"rosenmeier","pkf9fk1g","5969nxrd",31,"sc_round1",7,5,"5969nxrd","pkf9fk1g",58,"sc_round2",6
29,"Sarah","szp84fhk","uvpc88el",54,"sc_round1",7,7,"uvpc88el","szp84fhk",20,"sc_round2",6
29,"SKJ","fwpmdfnx","csqlcfa3",10,"sc_round1",7,4,"csqlcfa3","fwpmdfnx",46,"sc_round2",8
29,"Slowlydying","s9p5ckq6","v5ibxvij",31,"sc_round1",8,6,"v5ibxvij","s9p5ckq6",10,"sc_round2",8
29,"SOJ","s1660bu2","gsnp1osd",79,"sc_round1",5,0,"gsnp1osd","s1660bu2",53,"sc_round2",7
29,"wtf","zhw4p27n","8gnloax0",11,"sc_round1",5,7,"8gnloax0","zhw4p27n",52,"sc_round2",6
3,"17","sjaa659z","fzt0cp0a",86,"sc_round1",3,6,"fzt0cp0a","sjaa659z",36,"sc_round2",5
3,"1879","pywjuver","ara1b058",95,"sc_round1",4,1,"ara1b058","pywjuver",39,"sc_round2",4
3,"1918","bieie7ao","5nmlzc2i",27,"sc_round1",4,0,"5nmlzc2i","bieie7ao",8,"sc_round2",3
3,"2205","unfwcb90","wnjx49s1",84,"sc_round1",1,1,"wnjx49s1","unfwcb90",35,"sc_round2",2
3,"4520","t3zc9soo","gm0b0k11",1,"sc_round1",3,3,"gm0b0k11","t3zc9soo",1,"sc_round2",3
3,"45bites","g54qjb0l","36hprd2x",9,"sc_round1",3,5,"36hprd2x","g54qjb0l",48,"sc_round2",3
3,"6107","24vjo3ss","xxe6xzes",12,"sc_round1",4,2,"xxe6xzes","24vjo3ss",49,"sc_round2",4
3,"9696","st6r8kfq","4v10zr69",55,"sc_round1",4,0,"4v10zr69","st6r8kfq",21,"sc_round2",5
3,"andrea","lq0zamde","ia0rpy42",61,"sc_round1",5,3,"ia0rpy42","lq0zamde",37,"sc_round2",7
3,"Asad","ktm1ojr2","e96jb6mr",33,"sc_round1",4,1,"e96jb6mr","ktm1ojr2",65,"sc_round2",1
3,"ASDF1234","dbfzbwq1","hsui8h86",70,"sc_round1",5,3,"hsui8h86","dbfzbwq1",23,"sc_round2",5
3,"Astrid","zhqv6mcm","9700fvfg",38,"sc_round1",4,1,"9700fvfg","zhqv6mcm",13,"sc_round2",5
3,"Bøllemis","t55pnknq","xolku9ti",71,"sc_round1",7,4,"xolku9ti","t55pnknq",25,"sc_round2",7
3,"Carmesin","hhvjjhod","wr6elhvg",45,"sc_round1",3,3,"wr6elhvg","hhvjjhod",16,"sc_round2",4
3,"Christian Jacobsen","p16vvjzi","9tnr4s3y",16,"sc_round1",3,6,"9tnr4s3y","p16vvjzi",2,"sc_round2",3
3,"GOAT","0nfe0k9c","ii2ca2a4",44,"sc_round1",3,5,"ii2ca2a4","0nfe0k9c",5,"sc_round2",3
3,"Grandmasterflash","9ial3dvy","4wl0bfqz",81,"sc_round1",3,5,"4wl0bfqz","9ial3dvy",54,"sc_round2",4
3,"havegang7","5ziimz34","14ho06cq",36,"sc_round1",7,4,"14ho06cq","5ziimz34",7,"sc_round2",5
3,"hejhejhund","3c7i3qeh","oug44nb6",52,"sc_round1",5,5,"oug44nb6","3c7i3qeh",19,"sc_round2",4
3,"JakobBjerreKnudsen","7896i7ka","6orxz59z",75,"sc_round1",4,7,"6orxz59z","7896i7ka",27,"sc_round2",4
3,"Jesper","4h1ska65","wltwxmba",82,"sc_round1",2,4,"wltwxmba","4h1ska65",30,"sc_round2",2
3,"Johanne","mx0i74iq","dt6c67jl",32,"sc_round1",7,4,"dt6c67jl","mx0i74iq",64,"sc_round2",6
3,"Katrine","ljefhi7s","v2mkys1q",76,"sc_round1",5,2,"v2mkys1q","ljefhi7s",34,"sc_round2",6
3,"lilla","g1zkj1et","jfke82qw",73,"sc_round1",4,1,"jfke82qw","g1zkj1et",26,"sc_round2",4
3,"Llamaman","yhpfe3ki","qr957mqd",74,"sc_round1",3,3,"qr957mqd","yhpfe3ki",38,"sc_round2",4
3,"minime","fw1o7714","1qevmfei",97,"sc_round1",6,4,"1qevmfei","fw1o7714",57,"sc_round2",5
3,"Misterperc","eukb0tda","4d35wwdw",96,"sc_round1",5,3,"4d35wwdw","eukb0tda",42,"sc_round2",4
3,"Moe","eem5hb8v","ks23jwvj",65,"sc_round1",2,5,"ks23jwvj","eem5hb8v",45,"sc_round2",7
3,"Python","70icxtu0","7vzmcs48",69,"sc_round1",2,5,"7vzmcs48","70icxtu0",24,"sc_round2",4
3,"RBJ","nak8o392","11u16gtf",47,"sc_round1",3,0,"11u16gtf","nak8o392",11,"sc_round2",6
3,"Rensdyrlam","n8969zl4","oen6qf4o",72,"sc_round1",2,5,"oen6qf4o","n8969zl4",28,"sc_round2",4
3,"rosenmeier","pkf9fk1g","5969nxrd",31,"sc_round1",5,3,"5969nxrd","pkf9fk1g",58,"sc_round2",4
3,"Sarah","szp84fhk","uvpc88el",54,"sc_round1",6,0,"uvpc88el","szp84fhk",20,"sc_round2",6
3,"SKJ","fwpmdfnx","csqlcfa3",10,"sc_round1",5,3,"csqlcfa3","fwpmdfnx",46,"sc_round2",5
3,"Slowlydying","s9p5ckq6","v5ibxvij",31,"sc_round1",4,4,"v5ibxvij","s9p5ckq6",10,"sc_round2",4
3,"SOJ","s1660bu2","gsnp1osd",79,"sc_round1",5,8,"gsnp1osd","s1660bu2",53,"sc_round2",3
3,"wtf","zhw4p27n","8gnloax0",11,"sc_round1",3,0,"8gnloax0","zhw4p27n",52,"sc_round2",3
30,"17","sjaa659z","fzt0cp0a",86,"sc_round1",6,6,"fzt0cp0a","sjaa659z",36,"sc_round2",6
30,"1879","pywjuver","ara1b058",95,"sc_round1",3,3,"ara1b058","pywjuver",39,"sc_round2",6
30,"1918","bieie7ao","5nmlzc2i",27,"sc_round1",4,4,"5nmlzc2i","bieie7ao",8,"sc_round2",4
30,"2205","unfwcb90","wnjx49s1",84,"sc_round1",3,5,"wnjx49s1","unfwcb90",35,"sc_round2",3
30,"4520","t3zc9soo","gm0b0k11",1,"sc_round1",5,8,"gm0b0k11","t3zc9soo",1,"sc_round2",4
30,"45bites","g54qjb0l","36hprd2x",9,"sc_round1",6,4,"36hprd2x","g54qjb0l",48,"sc_round2",5
30,"6107","24vjo3ss","xxe6xzes",12,"sc_round1",7,5,"xxe6xzes","24vjo3ss",49,"sc_round2",5
30,"9696","st6r8kfq","4v10zr69",55,"sc_round1",3,1,"4v10zr69","st6r8kfq",21,"sc_round2",4
30,"andrea","lq0zamde","ia0rpy42",61,"sc_round1",6,4,"ia0rpy42","lq0zamde",37,"sc_round2",4
30,"Asad","ktm1ojr2","e96jb6mr",33,"sc_round1",1,3,"e96jb6mr","ktm1ojr2",65,"sc_round2",1
30,"ASDF1234","dbfzbwq1","hsui8h86",70,"sc_round1",3,6,"hsui8h86","dbfzbwq1",23,"sc_round2",3
30,"Astrid","zhqv6mcm","9700fvfg",38,"sc_round1",7,7,"9700fvfg","zhqv6mcm",13,"sc_round2",4
30,"Bøllemis","t55pnknq","xolku9ti",71,"sc_round1",7,5,"xolku9ti","t55pnknq",25,"sc_round2",7
30,"Carmesin","hhvjjhod","wr6elhvg",45,"sc_round1",7,0,"wr6elhvg","hhvjjhod",16,"sc_round2",4
30,"Christian Jacobsen","p16vvjzi","9tnr4s3y",16,"sc_round1",3,0,"9tnr4s3y","p16vvjzi",2,"sc_round2",3
30,"GOAT","0nfe0k9c","ii2ca2a4",44,"sc_round1",2,4,"ii2ca2a4","0nfe0k9c",5,"sc_round2",3
30,"Grandmasterflash","9ial3dvy","4wl0bfqz",81,"sc_round1",7,7,"4wl0bfqz","9ial3dvy",54,"sc_round2",6
30,"havegang7","5ziimz34","14ho06cq",36,"sc_round1",6,4,"14ho06cq","5ziimz34",7,"sc_round2",7
30,"hejhejhund","3c7i3qeh","oug44nb6",52,"sc_round1",4,6,"oug44nb6","3c7i3qeh",19,"sc_round2",6
30,"Jesper","4h1ska65","wltwxmba",82,"sc_round1",5,7,"wltwxmba","4h1ska65",30,"sc_round2",2
30,"Johanne","mx0i74iq","dt6c67jl",32,"sc_round1",7,0,"dt6c67jl","mx0i74iq",64,"sc_round2",7
30,"Katrine","ljefhi7s","v2mkys1q",76,"sc_round1",5,2,"v2mkys1q","ljefhi7s",34,"sc_round2",6
30,"lilla","g1zkj1et","jfke82qw",73,"sc_round1",5,7,"jfke82qw","g1zkj1et",26,"sc_round2",5
30,"Llamaman","yhpfe3ki","qr957mqd",74,"sc_round1",2,4,"qr957mqd","yhpfe3ki",38,"sc_round2",4
30,"minime","fw1o7714","1qevmfei",97,"sc_round1",3,5,"1qevmfei","fw1o7714",57,"sc_round2",7
30,"Misterperc","eukb0tda","4d35wwdw",96,"sc_round1",7,5,"4d35wwdw","eukb0tda",42,"sc_round2",6
30,"Moe","eem5hb8v","ks23jwvj",65,"sc_round1",7,0,"ks23jwvj","eem5hb8v",45,"sc_round2",3
30,"Python","70icxtu0","7vzmcs48",69,"sc_round1",7,4,"7vzmcs48","70icxtu0",24,"sc_round2",5
30,"RBJ","nak8o392","11u16gtf",47,"sc_round1",2,4,"11u16gtf","nak8o392",11,"sc_round2",5
30,"Rensdyrlam","n8969zl4","oen6qf4o",72,"sc_round1",7,7,"oen6qf4o","n8969zl4",28,"sc_round2",7
30,"rosenmeier","pkf9fk1g","5969nxrd",31,"sc_round1",5,2,"5969nxrd","pkf9fk1g",58,"sc_round2",4
30,"Sarah","szp84fhk","uvpc88el",54,"sc_round1",2,2,"uvpc88el","szp84fhk",20,"sc_round2",5
30,"SKJ","fwpmdfnx","csqlcfa3",10,"sc_round1",8,5,"csqlcfa3","fwpmdfnx",46,"sc_round2",7
30,"Slowlydying","s9p5ckq6","v5ibxvij",31,"sc_round1",8,8,"v5ibxvij","s9p5ckq6",10,"sc_round2",5
30,"SOJ","s1660bu2","gsnp1osd",79,"sc_round1",5,7,"gsnp1osd","s1660bu2",53,"sc_round2",4
30,"wtf","zhw4p27n","8gnloax0",11,"sc_round1",5,8,"8gnloax0","zhw4p27n",52,"sc_round2",6
31,"17","sjaa659z","fzt0cp0a",86,"sc_round1",6,6,"fzt0cp0a","sjaa659z",36,"sc_round2",3
31,"1879","pywjuver","ara1b058",95,"sc_round1",3,0,"ara1b058","pywjuver",39,"sc_round2",5
31,"1918","bieie7ao","5nmlzc2i",27,"sc_round1",3,6,"5nmlzc2i","bieie7ao",8,"sc_round2",5
31,"2205","unfwcb90","wnjx49s1",84,"sc_round1",3,1,"wnjx49s1","unfwcb90",35,"sc_round2",5
31,"4520","t3zc9soo","gm0b0k11",1,"sc_round1",7,5,"gm0b0k11","t3zc9soo",1,"sc_round2",4
31,"45bites","g54qjb0l","36hprd2x",9,"sc_round1",4,6,"36hprd2x","g54qjb0l",48,"sc_round2",4
31,"6107","24vjo3ss","xxe6xzes",12,"sc_round1",6,6,"xxe6xzes","24vjo3ss",49,"sc_round2",6
31,"9696","st6r8kfq","4v10zr69",55,"sc_round1",6,0,"4v10zr69","st6r8kfq",21,"sc_round2",6
31,"andrea","lq0zamde","ia0rpy42",61,"sc_round1",5,0,"ia0rpy42","lq0zamde",37,"sc_round2",5
31,"Asad","ktm1ojr2","e96jb6mr",33,"sc_round1",2,2,"e96jb6mr","ktm1ojr2",65,"sc_round2",3
31,"ASDF1234","dbfzbwq1","hsui8h86",70,"sc_round1",5,0,"hsui8h86","dbfzbwq1",23,"sc_round2",5
31,"Astrid","zhqv6mcm","9700fvfg",38,"sc_round1",7,5,"9700fvfg","zhqv6mcm",13,"sc_round2",5
31,"Bøllemis","t55pnknq","xolku9ti",71,"sc_round1",7,4,"xolku9ti","t55pnknq",25,"sc_round2",7
31,"Carmesin","hhvjjhod","wr6elhvg",45,"sc_round1",2,5,"wr6elhvg","hhvjjhod",16,"sc_round2",3
31,"Christian Jacobsen","p16vvjzi","9tnr4s3y",16,"sc_round1",4,6,"9tnr4s3y","p16vvjzi",2,"sc_round2",4
31,"GOAT","0nfe0k9c","ii2ca2a4",44,"sc_round1",6,6,"ii2ca2a4","0nfe0k9c",5,"sc_round2",5
31,"Grandmasterflash","9ial3dvy","4wl0bfqz",81,"sc_round1",5,0,"4wl0bfqz","9ial3dvy",54,"sc_round2",5
31,"havegang7","5ziimz34","14ho06cq",36,"sc_round1",8,5,"14ho06cq","5ziimz34",7,"sc_round2",8
31,"hejhejhund","3c7i3qeh","oug44nb6",52,"sc_round1",7,7,"oug44nb6","3c7i3qeh",19,"sc_round2",3
31,"JakobBjerreKnudsen","7896i7ka","6orxz59z",75,"sc_round1",5,3,"6orxz59z","7896i7ka",27,"sc_round2",5
31,"Jesper","4h1ska65","wltwxmba",82,"sc_round1",3,6,"wltwxmba","4h1ska65",30,"sc_round2",4
31,"Johanne","mx0i74iq","dt6c67jl",32,"sc_round1",7,4,"dt6c67jl","mx0i74iq",64,"sc_round2",8
31,"Katrine","ljefhi7s","v2mkys1q",76,"sc_round1",6,8,"v2mkys1q","ljefhi7s",34,"sc_round2",6
31,"lilla","g1zkj1et","jfke82qw",73,"sc_round1",7,5,"jfke82qw","g1zkj1et",26,"sc_round2",8
31,"Llamaman","yhpfe3ki","qr957mqd",74,"sc_round1",5,7,"qr957mqd","yhpfe3ki",38,"sc_round2",5
31,"minime","fw1o7714","1qevmfei",97,"sc_round1",2,4,"1qevmfei","fw1o7714",57,"sc_round2",6
31,"Misterperc","eukb0tda","4d35wwdw",96,"sc_round1",5,2,"4d35wwdw","eukb0tda",42,"sc_round2",4
31,"Moe","eem5hb8v","ks23jwvj",65,"sc_round1",6,3,"ks23jwvj","eem5hb8v",45,"sc_round2",5
31,"Python","70icxtu0","7vzmcs48",69,"sc_round1",6,4,"7vzmcs48","70icxtu0",24,"sc_round2",5
31,"RBJ","nak8o392","11u16gtf",47,"sc_round1",2,5,"11u16gtf","nak8o392",11,"sc_round2",6
31,"Rensdyrlam","n8969zl4","oen6qf4o",72,"sc_round1",8,6,"oen6qf4o","n8969zl4",28,"sc_round2",7
31,"rosenmeier","pkf9fk1g","5969nxrd",31,"sc_round1",6,3,"5969nxrd","pkf9fk1g",58,"sc_round2",4
31,"Sarah","szp84fhk","uvpc88el",54,"sc_round1",4,2,"uvpc88el","szp84fhk",20,"sc_round2",5
31,"SKJ","fwpmdfnx","csqlcfa3",10,"sc_round1",7,4,"csqlcfa3","fwpmdfnx",46,"sc_round2",6
31,"Slowlydying","s9p5ckq6","v5ibxvij",31,"sc_round1",8,8,"v5ibxvij","s9p5ckq6",10,"sc_round2",8
31,"SOJ","s1660bu2","gsnp1osd",79,"sc_round1",6,6,"gsnp1osd","s1660bu2",53,"sc_round2",5
31,"wtf","zhw4p27n","8gnloax0",11,"sc_round1",4,2,"8gnloax0","zhw4p27n",52,"sc_round2",2
32,"17","sjaa659z","fzt0cp0a",86,"sc_round1",4,2,"fzt0cp0a","sjaa659z",36,"sc_round2",5
32,"1879","pywjuver","ara1b058",95,"sc_round1",4,2,"ara1b058","pywjuver",39,"sc_round2",4
32,"1918","bieie7ao","5nmlzc2i",27,"sc_round1",5,8,"5nmlzc2i","bieie7ao",8,"sc_round2",3
32,"2205","unfwcb90","wnjx49s1",84,"sc_round1",5,5,"wnjx49s1","unfwcb90",35,"sc_round2",4
32,"4520","t3zc9soo","gm0b0k11",1,"sc_round1",4,4,"gm0b0k11","t3zc9soo",1,"sc_round2",4
32,"45bites","g54qjb0l","36hprd2x",9,"sc_round1",5,8,"36hprd2x","g54qjb0l",48,"sc_round2",5
32,"6107","24vjo3ss","xxe6xzes",12,"sc_round1",6,6,"xxe6xzes","24vjo3ss",49,"sc_round2",6
32,"9696","st6r8kfq","4v10zr69",55,"sc_round1",3,6,"4v10zr69","st6r8kfq",21,"sc_round2",3
32,"andrea","lq0zamde","ia0rpy42",61,"sc_round1",7,7,"ia0rpy42","lq0zamde",37,"sc_round2",6
32,"Asad","ktm1ojr2","e96jb6mr",33,"sc_round1",5,8,"e96jb6mr","ktm1ojr2",65,"sc_round2",5
32,"ASDF1234","dbfzbwq1","hsui8h86",70,"sc_round1",6,6,"hsui8h86","dbfzbwq1",23,"sc_round2",6
32,"Astrid","zhqv6mcm","9700fvfg",38,"sc_round1",3,1,"9700fvfg","zhqv6mcm",13,"sc_round2",5
32,"Bøllemis","t55pnknq","xolku9ti",71,"sc_round1",7,0,"xolku9ti","t55pnknq",25,"sc_round2",7
32,"Carmesin","hhvjjhod","wr6elhvg",45,"sc_round1",3,3,"wr6elhvg","hhvjjhod",16,"sc_round2",3
