"","ID","FaceID","FirstRating","GroupRating","SecondRating","Feedback","Change","Condition"
"580",16,28,5,5,6,0,1,"Pre"
"581",16,29,6,3,7,-3,1,"Pre"
"582",16,3,2,0,3,NA,1,"Pre"
"583",16,30,6,8,5,2,-1,"Pre"
"584",16,31,4,7,3,3,-1,"Pre"
"585",16,32,4,0,4,NA,0,"Pre"
"586",16,33,2,4,2,2,0,"Pre"
"587",16,34,2,2,4,0,2,"Pre"
"588",16,35,7,4,6,-3,-1,"Pre"
"589",16,36,2,5,3,3,1,"Pre"
"590",16,37,6,0,6,NA,0,"Pre"
"591",16,38,2,2,2,0,0,"Pre"
"592",16,39,3,1,3,-2,0,"Pre"
"593",16,4,6,8,4,2,-2,"Pre"
"594",16,40,7,7,5,0,-2,"Pre"
"595",16,41,5,7,5,2,0,"Pre"
"596",16,42,1,4,1,3,0,"Pre"
"597",16,43,5,3,5,-2,0,"Pre"
"598",16,44,4,7,3,3,-1,"Pre"
"599",16,45,6,4,4,-2,-2,"Pre"
"600",16,46,3,5,3,2,0,"Pre"
"601",16,47,7,0,5,NA,-2,"Pre"
"602",16,48,2,4,3,2,1,"Pre"
"603",16,49,2,2,2,0,0,"Pre"
"604",16,5,2,2,5,0,3,"Pre"
"605",16,50,3,0,5,NA,2,"Pre"
"606",16,51,2,2,2,0,0,"Pre"
"607",16,52,2,5,4,3,2,"Pre"
"608",16,53,4,4,5,0,1,"Pre"
"609",16,54,6,8,3,2,-3,"Pre"
"610",16,55,4,1,4,-3,0,"Pre"
"611",16,56,8,6,7,-2,-1,"Pre"
"612",16,57,2,2,5,0,3,"Pre"
"613",16,58,2,5,3,3,1,"Pre"
"614",16,59,6,8,5,2,-1,"Pre"
"615",16,6,2,5,3,3,1,"Pre"
"616",16,60,6,4,3,-2,-3,"Pre"
"617",16,61,3,0,3,NA,0,"Pre"
"618",16,62,2,0,2,NA,0,"Pre"
"619",16,63,4,4,4,0,0,"Pre"
"620",16,64,2,2,2,0,0,"Pre"
"621",16,65,4,7,5,3,1,"Pre"
"622",16,66,3,3,4,0,1,"Pre"
"623",16,67,5,8,3,3,-2,"Pre"
"624",16,68,6,4,5,-2,-1,"Pre"
"625",16,69,4,6,4,2,0,"Pre"
"626",16,7,4,6,4,2,0,"Pre"
"627",16,70,6,8,4,2,-2,"Pre"
"628",16,71,6,0,5,NA,-1,"Pre"
"629",16,72,4,1,3,-3,-1,"Pre"
"630",16,73,2,4,3,2,1,"Pre"
"631",16,74,5,3,5,-2,0,"Pre"
"632",16,75,3,6,4,3,1,"Pre"
"633",16,76,5,2,6,-3,1,"Pre"
"634",16,77,5,5,5,0,0,"Pre"
"635",16,78,3,5,4,2,1,"Pre"
"636",16,79,8,6,7,-2,-1,"Pre"
"637",16,8,4,0,2,NA,-2,"Pre"
"638",16,80,3,1,2,-2,-1,"Pre"
"639",16,81,6,4,6,-2,0,"Pre"
"640",16,9,2,2,3,0,1,"Pre"
"641",17,10,6,3,5,-3,-1,"Pre"
"642",17,11,6,0,5,NA,-1,"Pre"
"643",17,12,5,0,5,NA,0,"Pre"
"644",17,13,4,6,2,2,-2,"Pre"
"645",17,14,5,7,5,2,0,"Pre"
"646",17,15,4,1,4,-3,0,"Pre"
"647",17,16,5,2,5,-3,0,"Pre"
"648",17,17,5,5,5,0,0,"Pre"
"649",17,18,6,6,6,0,0,"Pre"
"650",17,19,5,8,5,3,0,"Pre"
"651",17,2,5,0,5,NA,0,"Pre"
"652",17,20,7,7,5,0,-2,"Pre"
"653",17,21,5,3,4,-2,-1,"Pre"
"654",17,22,4,7,3,3,-1,"Pre"
"655",17,23,5,8,5,3,0,"Pre"
"656",17,24,3,5,5,2,2,"Pre"
"657",17,25,5,3,5,-2,0,"Pre"
"658",17,26,6,6,6,0,0,"Pre"
"659",17,27,5,5,5,0,0,"Pre"
"660",17,28,6,4,5,-2,-1,"Pre"
"661",17,29,6,3,6,-3,0,"Pre"
"662",17,3,6,4,5,-2,-1,"Pre"
"663",17,30,5,5,5,0,0,"Pre"
"664",17,31,5,5,4,0,-1,"Pre"
"665",17,32,3,5,3,2,0,"Pre"
"666",17,33,3,1,3,-2,0,"Pre"
"667",17,34,6,6,5,0,-1,"Pre"
"668",17,35,6,4,6,-2,0,"Pre"
"669",17,36,3,5,3,2,0,"Pre"
"670",17,37,6,6,6,0,0,"Pre"
"671",17,38,2,4,3,2,1,"Pre"
"672",17,39,4,7,5,3,1,"Pre"
"673",17,4,6,4,5,-2,-1,"Pre"
"674",17,40,5,3,5,-2,0,"Pre"
"675",17,41,6,4,6,-2,0,"Pre"
"676",17,42,3,3,3,0,0,"Pre"
"677",17,43,6,0,6,NA,0,"Pre"
"678",17,44,5,8,4,3,-1,"Pre"
"679",17,45,4,1,5,-3,1,"Pre"
"680",17,46,5,0,4,NA,-1,"Pre"
"681",17,47,7,4,6,-3,-1,"Pre"
"682",17,48,5,0,5,NA,0,"Pre"
"683",17,49,4,6,4,2,0,"Pre"
"684",17,5,5,8,5,3,0,"Pre"
"685",17,50,5,5,6,0,1,"Pre"
"686",17,51,4,2,4,-2,0,"Pre"
"687",17,52,5,7,5,2,0,"Pre"
"688",17,53,5,5,4,0,-1,"Pre"
"689",17,54,5,7,5,2,0,"Pre"
"690",17,55,5,8,5,3,0,"Pre"
"691",17,56,7,5,7,-2,0,"Pre"
"692",17,57,4,0,2,NA,-2,"Pre"
"693",17,58,4,4,3,0,-1,"Pre"
"694",17,59,5,8,5,3,0,"Pre"
"695",17,6,5,3,4,-2,-1,"Pre"
"696",17,60,4,2,4,-2,0,"Pre"
"697",17,61,6,6,4,0,-2,"Pre"
"698",17,62,3,1,3,-2,0,"Pre"
"699",17,63,7,5,6,-2,-1,"Pre"
"700",17,64,6,8,7,2,1,"Pre"
"701",17,65,5,2,5,-3,0,"Pre"
"702",17,66,3,0,5,NA,2,"Pre"
"703",17,67,6,6,6,0,0,"Pre"
"704",17,68,5,8,3,3,-2,"Pre"
"705",17,69,6,3,5,-3,-1,"Pre"
"706",17,7,6,6,5,0,-1,"Pre"
"707",17,70,5,3,5,-2,0,"Pre"
"708",17,71,7,7,6,0,-1,"Pre"
"709",17,72,4,1,4,-3,0,"Pre"
"710",17,73,2,2,2,0,0,"Pre"
"711",17,74,5,0,5,NA,0,"Pre"
"712",17,75,5,3,5,-2,0,"Pre"
"713",17,76,5,8,6,3,1,"Pre"
"714",17,77,6,3,5,-3,-1,"Pre"
"715",17,78,2,4,2,2,0,"Pre"
"716",17,79,6,0,6,NA,0,"Pre"
"717",17,8,4,4,5,0,1,"Pre"
"718",17,80,5,5,5,0,0,"Pre"
"719",17,81,5,7,5,2,0,"Pre"
"720",17,9,5,3,5,-2,0,"Pre"
"721",18,10,5,2,6,-3,1,"Pre"
"722",18,11,7,4,4,-3,-3,"Pre"
"723",18,12,6,6,5,0,-1,"Pre"
"724",18,13,3,6,2,3,-1,"Pre"
"725",18,14,2,4,4,2,2,"Pre"
"726",18,15,3,0,4,NA,1,"Pre"
"727",18,16,3,6,4,3,1,"Pre"
"728",18,17,2,5,4,3,2,"Pre"
"729",18,18,5,8,6,3,1,"Pre"
"730",18,19,3,1,3,-2,0,"Pre"
"731",18,2,5,7,3,2,-2,"Pre"
"732",18,20,6,3,6,-3,0,"Pre"
"733",18,21,4,7,3,3,-1,"Pre"
"734",18,22,2,4,3,2,1,"Pre"
"735",18,23,3,3,5,0,2,"Pre"
"736",18,24,7,7,7,0,0,"Pre"
"737",18,25,5,0,5,NA,0,"Pre"
"738",18,26,6,8,6,2,0,"Pre"
"739",18,27,4,7,2,3,-2,"Pre"
"740",18,28,6,8,6,2,0,"Pre"
"741",18,29,6,3,6,-3,0,"Pre"
"742",18,3,7,4,3,-3,-4,"Pre"
"743",18,30,4,1,3,-3,-1,"Pre"
"744",18,31,2,5,4,3,2,"Pre"
"745",18,32,4,6,3,2,-1,"Pre"
"746",18,33,5,5,4,0,-1,"Pre"
"747",18,34,2,5,3,3,1,"Pre"
"748",18,35,7,0,5,NA,-2,"Pre"
"749",18,36,2,5,3,3,1,"Pre"
"750",18,37,6,8,5,2,-1,"Pre"
"751",18,38,4,4,3,0,-1,"Pre"
"752",18,39,2,0,2,NA,0,"Pre"
"753",18,4,6,3,6,-3,0,"Pre"
"754",18,40,6,8,6,2,0,"Pre"
"755",18,41,6,3,6,-3,0,"Pre"
"756",18,42,2,5,2,3,0,"Pre"
"757",18,43,5,0,6,NA,1,"Pre"
"758",18,44,7,4,6,-3,-1,"Pre"
"759",18,45,4,1,4,-3,0,"Pre"
"760",18,46,5,2,5,-3,0,"Pre"
"761",18,47,4,2,6,-2,2,"Pre"
"762",18,48,3,5,6,2,3,"Pre"
"763",18,49,4,6,3,2,-1,"Pre"
"764",18,5,6,0,3,NA,-3,"Pre"
"765",18,50,6,6,6,0,0,"Pre"
"766",18,51,2,0,3,NA,1,"Pre"
"767",18,52,5,3,4,-2,-1,"Pre"
"768",18,53,5,3,6,-2,1,"Pre"
"769",18,54,3,5,4,2,1,"Pre"
"770",18,55,5,2,4,-3,-1,"Pre"
"771",18,56,7,5,7,-2,0,"Pre"
"772",18,57,4,7,3,3,-1,"Pre"
"773",18,58,2,2,3,0,1,"Pre"
"774",18,59,2,5,4,3,2,"Pre"
"775",18,6,5,2,2,-3,-3,"Pre"
"776",18,60,3,1,2,-2,-1,"Pre"
"777",18,61,2,2,4,0,2,"Pre"
"778",18,62,2,0,2,NA,0,"Pre"
"779",18,63,6,0,6,NA,0,"Pre"
"780",18,64,7,5,3,-2,-4,"Pre"
"781",18,65,5,2,2,-3,-3,"Pre"
"782",18,66,3,3,3,0,0,"Pre"
"783",18,67,6,8,7,2,1,"Pre"
"784",18,68,2,5,3,3,1,"Pre"
"785",18,69,2,2,4,0,2,"Pre"
"786",18,7,6,6,3,0,-3,"Pre"
"787",18,70,3,6,3,3,0,"Pre"
"788",18,71,2,5,6,3,4,"Pre"
"789",18,72,3,5,3,2,0,"Pre"
"790",18,73,1,0,1,NA,0,"Pre"
"791",18,74,7,5,6,-2,-1,"Pre"
"792",18,75,5,3,5,-2,0,"Pre"
"793",18,76,7,7,4,0,-3,"Pre"
"794",18,77,6,3,3,-3,-3,"Pre"
"795",18,78,2,5,2,3,0,"Pre"
"796",18,79,5,2,6,-3,1,"Pre"
"797",18,8,6,3,5,-3,-1,"Pre"
"798",18,80,6,4,5,-2,-1,"Pre"
"799",18,81,2,2,3,0,1,"Pre"
"800",18,9,1,4,3,3,2,"Pre"
"801",19,10,7,0,7,NA,0,"Pre"
"802",19,11,5,5,6,0,1,"Pre"
"803",19,12,4,2,5,-2,1,"Pre"
"804",19,13,3,0,3,NA,0,"Pre"
"805",19,14,5,8,4,3,-1,"Pre"
"806",19,15,5,0,5,NA,0,"Pre"
"807",19,16,6,3,6,-3,0,"Pre"
"808",19,17,6,4,6,-2,0,"Pre"
"809",19,18,6,6,6,0,0,"Pre"
"810",19,19,7,0,7,NA,0,"Pre"
"811",19,2,4,6,5,2,1,"Pre"
"812",19,20,5,2,5,-3,0,"Pre"
"813",19,21,4,2,5,-2,1,"Pre"
"814",19,22,4,0,5,NA,1,"Pre"
"815",19,23,4,7,4,3,0,"Pre"
"816",19,24,8,8,7,0,-1,"Pre"
"817",19,25,5,3,7,-2,2,"Pre"
"818",19,26,8,6,8,-2,0,"Pre"
"819",19,27,5,2,6,-3,1,"Pre"
"820",19,28,5,3,6,-2,1,"Pre"
"821",19,29,8,5,8,-3,0,"Pre"
"822",19,3,5,5,5,0,0,"Pre"
"823",19,30,7,7,7,0,0,"Pre"
"824",19,31,6,0,6,NA,0,"Pre"
"825",19,32,5,7,4,2,-1,"Pre"
"826",19,33,3,5,5,2,2,"Pre"
"827",19,34,6,4,5,-2,-1,"Pre"
"828",19,35,7,5,5,-2,-2,"Pre"
"829",19,36,3,3,3,0,0,"Pre"
"830",19,37,7,0,7,NA,0,"Pre"
"831",19,38,5,5,3,0,-2,"Pre"
"832",19,39,6,4,6,-2,0,"Pre"
"833",19,4,6,3,5,-3,-1,"Pre"
"834",19,40,8,5,8,-3,0,"Pre"
"835",19,41,6,6,6,0,0,"Pre"
"836",19,42,4,4,4,0,0,"Pre"
"837",19,43,6,3,5,-3,-1,"Pre"
"838",19,44,6,3,5,-3,-1,"Pre"
"839",19,45,4,7,5,3,1,"Pre"
"840",19,46,8,8,7,0,-1,"Pre"
"841",19,47,6,4,6,-2,0,"Pre"
"842",19,48,2,2,4,0,2,"Pre"
"843",19,49,7,7,7,0,0,"Pre"
"844",19,5,7,5,6,-2,-1,"Pre"
"845",19,50,6,6,6,0,0,"Pre"
"846",19,51,5,5,5,0,0,"Pre"
"847",19,52,5,7,4,2,-1,"Pre"
"848",19,53,6,8,7,2,1,"Pre"
"849",19,54,6,3,6,-3,0,"Pre"
"850",19,55,7,7,6,0,-1,"Pre"
"851",19,56,7,5,7,-2,0,"Pre"
"852",19,57,3,3,5,0,2,"Pre"
"853",19,58,3,3,2,0,-1,"Pre"
"854",19,59,6,3,7,-3,1,"Pre"
"855",19,6,4,2,4,-2,0,"Pre"
"856",19,60,6,4,6,-2,0,"Pre"
"857",19,61,4,2,3,-2,-1,"Pre"
"858",19,62,3,3,2,0,-1,"Pre"
"859",19,63,5,7,5,2,0,"Pre"
"860",19,64,8,8,8,0,0,"Pre"
"861",19,65,6,6,6,0,0,"Pre"
"862",19,66,5,0,4,NA,-1,"Pre"
"863",19,67,7,5,6,-2,-1,"Pre"
"864",19,68,7,5,6,-2,-1,"Pre"
"865",19,69,6,4,7,-2,1,"Pre"
"866",19,7,5,5,5,0,0,"Pre"
"867",19,70,7,0,8,NA,1,"Pre"
"868",19,71,6,8,6,2,0,"Pre"
"869",19,72,5,0,5,NA,0,"Pre"
"870",19,73,4,4,2,0,-2,"Pre"
"871",19,74,5,8,7,3,2,"Pre"
"872",19,75,4,1,4,-3,0,"Pre"
"873",19,76,6,8,7,2,1,"Pre"
"874",19,77,5,2,5,-3,0,"Pre"
"875",19,78,1,4,2,3,1,"Pre"
"876",19,79,8,5,8,-3,0,"Pre"
"877",19,8,5,5,5,0,0,"Pre"
"878",19,80,6,6,7,0,1,"Pre"
"879",19,81,5,3,6,-2,1,"Pre"
"880",19,9,6,6,5,0,-1,"Pre"
"881",2,10,7,7,6,0,-1,"Pre"
"882",2,11,6,3,7,-3,1,"Pre"
"883",2,12,2,4,2,2,0,"Pre"
"884",2,13,1,4,3,3,2,"Pre"
"885",2,14,5,5,5,0,0,"Pre"
"886",2,15,3,3,6,0,3,"Pre"
"887",2,16,4,6,3,2,-1,"Pre"
"888",2,17,5,8,3,3,-2,"Pre"
"889",2,18,4,1,4,-3,0,"Pre"
"890",2,19,5,7,8,2,3,"Pre"
"891",2,2,4,0,5,NA,1,"Pre"
"892",2,20,4,2,2,-2,-2,"Pre"
"893",2,21,3,6,4,3,1,"Pre"
"894",2,22,4,2,3,-2,-1,"Pre"
"895",2,23,7,7,7,0,0,"Pre"
"896",2,24,6,3,4,-3,-2,"Pre"
"897",2,25,6,4,5,-2,-1,"Pre"
"898",2,26,8,6,6,-2,-2,"Pre"
"899",2,27,4,7,3,3,-1,"Pre"
"900",2,28,8,6,7,-2,-1,"Pre"
"901",2,29,7,7,3,0,-4,"Pre"
"902",2,3,3,0,6,NA,3,"Pre"
"903",2,30,4,7,3,3,-1,"Pre"
"904",2,31,2,5,2,3,0,"Pre"
"905",2,32,2,5,5,3,3,"Pre"
"906",2,33,5,5,6,0,1,"Pre"
"907",2,34,5,8,2,3,-3,"Pre"
"908",2,35,7,5,2,-2,-5,"Pre"
"909",2,36,4,0,5,NA,1,"Pre"
"910",2,37,7,7,7,0,0,"Pre"
"911",2,38,2,5,1,3,-1,"Pre"
"912",2,39,3,3,2,0,-1,"Pre"
"913",2,4,7,5,6,-2,-1,"Pre"
"914",2,40,7,7,7,0,0,"Pre"
"915",2,41,7,7,7,0,0,"Pre"
"916",2,42,2,5,2,3,0,"Pre"
"917",2,43,6,4,6,-2,0,"Pre"
"918",2,44,7,0,7,NA,0,"Pre"
"919",2,45,5,8,6,3,1,"Pre"
"920",2,46,7,5,4,-2,-3,"Pre"
"921",2,47,4,2,3,-2,-1,"Pre"
"922",2,48,3,1,2,-2,-1,"Pre"
"923",2,49,3,1,3,-2,0,"Pre"
"924",2,5,3,0,7,NA,4,"Pre"
"925",2,50,5,8,3,3,-2,"Pre"
"926",2,51,2,0,3,NA,1,"Pre"
"927",2,52,3,5,2,2,-1,"Pre"
"928",2,53,3,6,2,3,-1,"Pre"
"929",2,54,3,6,2,3,-1,"Pre"
"930",2,55,6,6,7,0,1,"Pre"
"931",2,56,3,5,8,2,5,"Pre"
"932",2,57,2,2,3,0,1,"Pre"
"933",2,58,2,5,2,3,0,"Pre"
"934",2,59,6,8,2,2,-4,"Pre"
"935",2,6,6,6,7,0,1,"Pre"
"936",2,60,4,7,3,3,-1,"Pre"
"937",2,61,3,1,3,-2,0,"Pre"
"938",2,62,1,3,2,2,1,"Pre"
"939",2,63,5,3,5,-2,0,"Pre"
"940",2,64,3,0,3,NA,0,"Pre"
"941",2,65,6,8,5,2,-1,"Pre"
"942",2,66,4,6,3,2,-1,"Pre"
"943",2,67,6,3,5,-3,-1,"Pre"
"944",2,68,4,2,3,-2,-1,"Pre"
"945",2,69,1,3,2,2,1,"Pre"
"946",2,7,8,5,3,-3,-5,"Pre"
"947",2,70,4,4,4,0,0,"Pre"
"948",2,71,3,3,2,0,-1,"Pre"
"949",2,72,6,3,6,-3,0,"Pre"
"950",2,73,1,0,1,NA,0,"Pre"
"951",2,74,3,6,2,3,-1,"Pre"
"952",2,75,2,2,2,0,0,"Pre"
"953",2,76,6,3,5,-3,-1,"Pre"
"954",2,77,3,6,3,3,0,"Pre"
"955",2,78,2,4,2,2,0,"Pre"
"956",2,79,7,4,6,-3,-1,"Pre"
"957",2,8,4,0,3,NA,-1,"Pre"
"958",2,80,3,1,6,-2,3,"Pre"
"959",2,81,4,7,2,3,-2,"Pre"
"960",2,9,4,0,3,NA,-1,"Pre"
"961",20,10,4,7,6,3,2,"Pre"
"962",20,11,6,3,6,-3,0,"Pre"
"963",20,12,4,7,6,3,2,"Pre"
"964",20,13,2,0,1,NA,-1,"Pre"
"965",20,14,5,2,3,-3,-2,"Pre"
"966",20,15,6,3,5,-3,-1,"Pre"
"967",20,16,4,1,3,-3,-1,"Pre"
"968",20,17,5,5,5,0,0,"Pre"
"969",20,18,7,4,6,-3,-1,"Pre"
"970",20,19,6,6,4,0,-2,"Pre"
"971",20,2,4,1,3,-3,-1,"Pre"
"972",20,20,5,5,5,0,0,"Pre"
"973",20,21,2,4,3,2,1,"Pre"
"974",20,22,5,5,4,0,-1,"Pre"
"975",20,23,5,0,3,NA,-2,"Pre"
"976",20,24,6,6,5,0,-1,"Pre"
"977",20,25,5,7,6,2,1,"Pre"
"978",20,26,6,6,6,0,0,"Pre"
"979",20,27,6,3,6,-3,0,"Pre"
"980",20,28,5,8,5,3,0,"Pre"
"981",20,29,6,3,6,-3,0,"Pre"
"982",20,3,6,0,5,NA,-1,"Pre"
"983",20,30,5,3,6,-2,1,"Pre"
"984",20,31,7,4,6,-3,-1,"Pre"
"985",20,32,3,6,5,3,2,"Pre"
"986",20,33,6,4,3,-2,-3,"Pre"
"987",20,34,5,3,6,-2,1,"Pre"
"988",20,35,6,3,6,-3,0,"Pre"
"989",20,36,3,6,3,3,0,"Pre"
"990",20,37,7,7,6,0,-1,"Pre"
"991",20,38,2,5,4,3,2,"Pre"
"992",20,39,5,2,6,-3,1,"Pre"
"993",20,4,6,0,6,NA,0,"Pre"
"994",20,40,5,0,6,NA,1,"Pre"
"995",20,41,6,4,6,-2,0,"Pre"
"996",20,42,4,4,3,0,-1,"Pre"
"997",20,43,6,8,4,2,-2,"Pre"
"998",20,44,6,0,6,NA,0,"Pre"
"999",20,45,5,7,5,2,0,"Pre"
"1000",20,46,5,5,5,0,0,"Pre"
"1001",20,47,7,5,7,-2,0,"Pre"
"1002",20,48,7,7,6,0,-1,"Pre"
"1003",20,49,4,1,4,-3,0,"Pre"
"1004",20,5,5,5,5,0,0,"Pre"
"1005",20,50,6,4,6,-2,0,"Pre"
"1006",20,51,3,6,3,3,0,"Pre"
"1007",20,52,2,2,4,0,2,"Pre"
"1008",20,53,6,3,6,-3,0,"Pre"
"1009",20,54,3,6,3,3,0,"Pre"
"1010",20,55,4,0,6,NA,2,"Pre"
"1011",20,56,5,7,6,2,1,"Pre"
"1012",20,57,5,8,6,3,1,"Pre"
"1013",20,58,4,7,4,3,0,"Pre"
"1014",20,59,5,2,6,-3,1,"Pre"
"1015",20,6,3,5,3,2,0,"Pre"
"1016",20,60,5,3,5,-2,0,"Pre"
"1017",20,61,3,5,6,2,3,"Pre"
"1018",20,62,3,0,3,NA,0,"Pre"
"1019",20,63,8,0,6,NA,-2,"Pre"
"1020",20,64,3,1,3,-2,0,"Pre"
"1021",20,65,7,0,6,NA,-1,"Pre"
"1022",20,66,3,1,3,-2,0,"Pre"
"1023",20,67,7,7,6,0,-1,"Pre"
"1024",20,68,6,8,6,2,0,"Pre"
"1025",20,69,3,5,6,2,3,"Pre"
"1026",20,7,3,5,4,2,1,"Pre"
"1027",20,70,5,3,4,-2,-1,"Pre"
"1028",20,71,6,6,5,0,-1,"Pre"
"1029",20,72,6,8,6,2,0,"Pre"
"1030",20,73,3,1,3,-2,0,"Pre"
"1031",20,74,5,7,2,2,-3,"Pre"
"1032",20,75,5,7,6,2,1,"Pre"
"1033",20,76,5,7,6,2,1,"Pre"
"1034",20,77,5,3,5,-2,0,"Pre"
"1035",20,78,4,1,4,-3,0,"Pre"
"1036",20,79,7,4,6,-3,-1,"Pre"
"1037",20,8,4,6,3,2,-1,"Pre"
"1038",20,80,4,1,6,-3,2,"Pre"
"1039",20,81,6,6,6,0,0,"Pre"
"1040",20,9,3,6,5,3,2,"Pre"
"1041",21,10,4,0,4,NA,0,"Pre"
"1042",21,11,6,3,6,-3,0,"Pre"
"1043",21,12,5,5,3,0,-2,"Pre"
"1044",21,13,3,6,4,3,1,"Pre"
"1045",21,14,3,1,4,-2,1,"Pre"
"1046",21,15,4,7,3,3,-1,"Pre"
"1047",21,16,4,6,2,2,-2,"Pre"
"1048",21,17,2,5,4,3,2,"Pre"
"1049",21,18,5,5,5,0,0,"Pre"
"1050",21,19,4,2,5,-2,1,"Pre"
"1051",21,2,3,0,2,NA,-1,"Pre"
"1052",21,20,5,5,6,0,1,"Pre"
"1053",21,21,4,4,2,0,-2,"Pre"
"1054",21,22,2,0,2,NA,0,"Pre"
"1055",21,23,4,1,4,-3,0,"Pre"
"1056",21,24,5,7,5,2,0,"Pre"
"1057",21,25,6,0,6,NA,0,"Pre"
"1058",21,26,6,3,6,-3,0,"Pre"
"1059",21,27,4,1,4,-3,0,"Pre"
"1060",21,28,5,5,6,0,1,"Pre"
"1061",21,29,7,4,7,-3,0,"Pre"
"1062",21,3,3,3,2,0,-1,"Pre"
"1063",21,30,4,1,3,-3,-1,"Pre"
"1064",21,31,5,7,3,2,-2,"Pre"
"1065",21,32,2,0,4,NA,2,"Pre"
"1066",21,33,2,5,3,3,1,"Pre"
"1067",21,34,5,8,5,3,0,"Pre"
"1068",21,35,6,6,3,0,-3,"Pre"
"1069",21,36,3,3,4,0,1,"Pre"
"1070",21,37,5,7,5,2,0,"Pre"
"1071",21,38,3,6,3,3,0,"Pre"
"1072",21,39,3,6,4,3,1,"Pre"
"1073",21,4,4,2,2,-2,-2,"Pre"
"1074",21,40,6,4,5,-2,-1,"Pre"
"1075",21,41,6,6,6,0,0,"Pre"
"1076",21,42,1,3,4,2,3,"Pre"
"1077",21,43,3,3,4,0,1,"Pre"
"1078",21,44,3,6,4,3,1,"Pre"
"1079",21,45,4,2,5,-2,1,"Pre"
"1080",21,46,5,2,4,-3,-1,"Pre"
"1081",21,47,6,0,6,NA,0,"Pre"
"1082",21,48,4,7,4,3,0,"Pre"
"1083",21,49,3,6,3,3,0,"Pre"
"1084",21,5,3,5,5,2,2,"Pre"
"1085",21,50,7,4,6,-3,-1,"Pre"
"1086",21,51,3,6,3,3,0,"Pre"
"1087",21,52,3,3,2,0,-1,"Pre"
"1088",21,53,3,3,2,0,-1,"Pre"
"1089",21,54,3,3,4,0,1,"Pre"
"1090",21,55,3,3,4,0,1,"Pre"
"1091",21,56,6,4,6,-2,0,"Pre"
"1092",21,57,3,6,4,3,1,"Pre"
"1093",21,58,2,5,1,3,-1,"Pre"
"1094",21,59,6,6,5,0,-1,"Pre"
"1095",21,6,2,0,1,NA,-1,"Pre"
"1096",21,60,4,0,3,NA,-1,"Pre"
"1097",21,61,2,5,3,3,1,"Pre"
"1098",21,62,1,1,1,0,0,"Pre"
"1099",21,63,2,4,4,2,2,"Pre"
"1100",21,64,3,0,3,NA,0,"Pre"
"1101",21,65,3,6,5,3,2,"Pre"
"1102",21,66,2,2,2,0,0,"Pre"
"1103",21,67,7,4,8,-3,1,"Pre"
"1104",21,68,3,3,3,0,0,"Pre"
"1105",21,69,5,2,6,-3,1,"Pre"
"1106",21,7,2,5,2,3,0,"Pre"
"1107",21,70,5,3,3,-2,-2,"Pre"
"1108",21,71,8,6,3,-2,-5,"Pre"
"1109",21,72,4,1,3,-3,-1,"Pre"
"1110",21,73,3,3,1,0,-2,"Pre"
"1111",21,74,3,1,5,-2,2,"Pre"
"1112",21,75,4,2,2,-2,-2,"Pre"
"1113",21,76,5,0,6,NA,1,"Pre"
"1114",21,77,4,2,5,-2,1,"Pre"
"1115",21,78,2,2,2,0,0,"Pre"
"1116",21,79,8,5,7,-3,-1,"Pre"
"1117",21,8,4,7,3,3,-1,"Pre"
"1118",21,80,3,3,3,0,0,"Pre"
"1119",21,81,4,6,4,2,0,"Pre"
"1120",21,9,3,3,1,0,-2,"Pre"
"1121",22,10,6,3,6,-3,0,"Pre"
"1122",22,11,4,1,5,-3,1,"Pre"
"1123",22,12,6,8,4,2,-2,"Pre"
"1124",22,13,2,4,2,2,0,"Pre"
"1125",22,14,3,6,4,3,1,"Pre"
"1126",22,15,5,5,3,0,-2,"Pre"
"1127",22,16,3,5,3,2,0,"Pre"
"1128",22,17,6,3,6,-3,0,"Pre"
"1129",22,18,1,4,2,3,1,"Pre"
"1130",22,19,8,5,7,-3,-1,"Pre"
"1131",22,2,6,4,6,-2,0,"Pre"
"1132",22,20,6,8,5,2,-1,"Pre"
"1133",22,21,3,6,3,3,0,"Pre"
"1134",22,22,6,8,3,2,-3,"Pre"
"1135",22,23,3,0,4,NA,1,"Pre"
"1136",22,24,5,8,6,3,1,"Pre"
"1137",22,25,4,0,5,NA,1,"Pre"
"1138",22,26,7,5,7,-2,0,"Pre"
"1139",22,27,6,8,6,2,0,"Pre"
"1140",22,28,5,8,7,3,2,"Pre"
"1141",22,29,6,0,6,NA,0,"Pre"
"1142",22,3,3,5,4,2,1,"Pre"
"1143",22,30,7,4,7,-3,0,"Pre"
"1144",22,31,3,5,4,2,1,"Pre"
"1145",22,32,7,5,5,-2,-2,"Pre"
"1146",22,33,6,3,3,-3,-3,"Pre"
"1147",22,34,3,0,2,NA,-1,"Pre"
"1148",22,35,5,8,5,3,0,"Pre"
"1149",22,36,4,1,4,-3,0,"Pre"
"1150",22,37,2,5,4,3,2,"Pre"
"1151",22,38,7,7,6,0,-1,"Pre"
"1152",22,39,5,0,3,NA,-2,"Pre"
"1153",22,4,7,4,6,-3,-1,"Pre"
"1154",22,40,2,2,1,0,-1,"Pre"
"1155",22,41,6,3,3,-3,-3,"Pre"
"1156",22,42,1,4,1,3,0,"Pre"
"1157",22,43,6,8,6,2,0,"Pre"
"1158",22,44,5,2,4,-3,-1,"Pre"
